host,hostOrder,parasite,parType,banesh,brook,eid,gmpd,nhml,oli
Phacochoerus aethiopicus,Artiodactyla,Oesophagostomum mwanzae,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Onchocerca ramachandrini,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Ornithodoros porcinus,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Orthobunyavirus Akabane virus,virus,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Phacopsylla inexpectata,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Physocephalus sexalatus,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Probstmayria vivipara,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus appendiculatus,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus decoloratus,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus evertsi,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus follis,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus lunulatus,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus maculatus,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus muehlensi,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus simus,arthropod,0,0,1,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhipicephalus zambeziensis,arthropod,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Rhodococcus equi,bacteria,0,0,1,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Sarcocystis dubeyella,protozoa,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Sarcocystis phacochoeri,protozoa,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Setaria congolensis,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Simplexvirus Bovine alphaherpesvirus 2,virus,0,0,0,1,0,0
Phacochoerus aethiopicus,Artiodactyla,Taenia crocutae,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Taenia hyaenae,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Taenia regis,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Trichostrongylus deflexus,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Trichostrongylus falculatus,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Trichostrongylus instabilis,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Trichostrongylus thomasi,helminth,0,0,0,1,1,0
Phacochoerus aethiopicus,Artiodactyla,Trypanosoma simiae,protozoa,0,0,0,1,0,0
Phocarctos hookeri,Carnivora,Klebsiella pneumoniae,bacteria,0,0,0,1,0,0
Propithecus edwardsi,Primates,Phthirpediculus propitheci,arthropod,0,0,0,1,0,0
Propithecus verreauxi,Primates,Gaudalges propitheci,arthropod,0,0,0,1,0,0
Propithecus verreauxi,Primates,Haemaphysalis lemuris,arthropod,0,0,0,1,0,0
Propithecus verreauxi,Primates,Lemuralges intermedius,arthropod,0,0,0,1,0,0
Propithecus verreauxi,Primates,Lemuricola trichuroides,helminth,0,0,0,1,0,0
Propithecus verreauxi,Primates,Liponysella madagascariensis,arthropod,0,0,0,1,0,0
Propithecus verreauxi,Primates,Paulianfilaria pauliana,helminth,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Dermacentor albipictus,arthropod,0,0,1,1,0,0
Rangifer tarandus,Artiodactyla,Dictyocaulus viviparus,helminth,1,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Echinococcus granulosus,helminth,0,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Eimeria hreindyria,protozoa,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Eimeria mayeri,protozoa,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Eimeria rangiferis,protozoa,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Fascioloides magna,helminth,0,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Linguatula arctica,arthropod,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Lyssavirus Rabies lyssavirus,virus,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Macavirus Alcelaphine gammaherpesvirus 1,virus,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Nematodirella longissimespiculata,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Nematodirus odocoilei,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Nematodirus tarandi,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Ostertagia arctica,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Ostertagia trifurcata,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Pestivirus Bovine viral diarrhea virus 1,virus,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Setaria yehi,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Skrjabinagia arctica,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Taenia solium,helminth,1,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Teladorsagia boreoarcticus,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Teladorsagia davtiani,helminth,0,0,0,1,1,0
Rangifer tarandus,Artiodactyla,Trichostrongylus axei,helminth,0,0,1,1,1,0
Rangifer tarandus,Artiodactyla,Varicellovirus Bovine alphaherpesvirus 1,virus,0,0,0,1,0,0
Rangifer tarandus,Artiodactyla,Varicellovirus Cervid alphaherpesvirus 2,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Alphacoronavirus Alphacoronavirus 1,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Angiocaulus gubernaculatus,helminth,0,0,0,1,1,0
Urocyon littoralis,Carnivora,Bartonella clarridgeiae,bacteria,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Bartonella vinsonii,bacteria,0,0,1,1,0,0
Urocyon littoralis,Carnivora,Dirofilaria immitis,helminth,0,0,1,1,1,0
Urocyon littoralis,Carnivora,Ixodes pacificus,arthropod,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Leptospira interrogans,bacteria,0,0,1,1,0,0
Urocyon littoralis,Carnivora,Lyssavirus Rabies lyssavirus,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Mastadenovirus Canine mastadenovirus A,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Morbillivirus Canine distemper virus,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Morbillivirus Phocine distemper virus,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Neotrichodectes mephitidis,arthropod,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Protoparvovirus Carnivore protoparvovirus 1,virus,0,0,0,1,0,0
Urocyon littoralis,Carnivora,Pulex irritans,arthropod,0,0,1,1,0,0
Urocyon littoralis,Carnivora,Toxoplasma gondii,protozoa,0,0,1,1,0,0
Urocyon littoralis,Carnivora,Varicellovirus Canid alphaherpes virus 1,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Alaria marcianae,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Alphacoronavirus Alphacoronavirus 1,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Amblyomma americanum,arthropod,0,0,1,1,0,0
Ursus americanus,Carnivora,Amblyomma maculatum,arthropod,0,0,1,1,0,0
Ursus americanus,Carnivora,Ancylostoma caninum,helminth,0,0,1,1,1,0
Ursus americanus,Carnivora,Ancylostoma tubaeforme,helminth,0,0,0,1,0,0
Ursus americanus,Carnivora,Brachylaima virginianum,helminth,0,0,0,1,0,0
Ursus americanus,Carnivora,Brucella abortus,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Capillaria aerophila,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Capillaria putorii,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Clostridium botulinum,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Coxiella burnetii,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Cryptosporidium parvum,protozoa,0,0,1,1,0,0
Ursus americanus,Carnivora,Demodex ursi,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Dermacentor albipictus,arthropod,0,0,1,1,0,0
Ursus americanus,Carnivora,Dermacentor andersoni,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Dirofilaria immitis,helminth,0,0,1,1,1,0
Ursus americanus,Carnivora,Escherichia coli,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Eutrombicula splendens,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Flavivirus West Nile virus,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Francisella tularensis,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Gongylonema pulchrum,helminth,1,0,1,1,1,0
Ursus americanus,Carnivora,Ixodes affinis,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Ixodes scapularis,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Mastadenovirus Canine mastadenovirus A,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Molineus barbatus,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Morbillivirus Canine distemper virus,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Morbillivirus Phocine distemper virus,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Mycobacterium bovis,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Pelodera strongyloides,helminth,0,0,0,1,0,0
Ursus americanus,Carnivora,Placoconus lotoris,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Prouterina wescotti,helminth,0,0,0,1,1,0
Ursus americanus,Carnivora,Respirovirus Human parainfluenza virus 3,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Rickettsia rickettsii,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Sarcocystis ursusi,protozoa,0,0,0,1,0,0
Ursus americanus,Carnivora,Sarcoptes scabiei,arthropod,0,0,1,1,0,0
Ursus americanus,Carnivora,Spirometra mansonoides,helminth,0,0,0,1,0,0
Ursus americanus,Carnivora,Staphylococcus aureus,bacteria,0,0,1,1,0,0
Ursus americanus,Carnivora,Trichodectes pinguis,arthropod,0,0,0,1,0,0
Ursus americanus,Carnivora,Varicellovirus Canid alphaherpes virus 1,virus,0,0,0,1,0,0
Ursus americanus,Carnivora,Yersinia pestis,bacteria,0,0,1,1,0,0
Ursus maritimus,Carnivora,Clostridium bartlettii,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium colicanis,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium disporicum,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium glycolicum,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium hiranonis,bacteria,0,0,1,1,0,0
Ursus maritimus,Carnivora,Clostridium paraputrificum,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium perfringens,bacteria,0,0,1,1,0,0
Ursus maritimus,Carnivora,Clostridium sardiniense,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Clostridium sordellii,bacteria,0,0,1,1,0,0
Ursus maritimus,Carnivora,Dolphin rhabdovirus,virus,0,0,0,1,0,0
Ursus maritimus,Carnivora,Mastadenovirus Canine mastadenovirus A,virus,0,0,0,1,0,0
Ursus maritimus,Carnivora,Morbillivirus Canine distemper virus,virus,0,0,0,1,0,0
Ursus maritimus,Carnivora,Morbillivirus Cetacean morbillivirus,virus,0,0,0,1,0,0
Ursus maritimus,Carnivora,Morbillivirus Phocine distemper virus,virus,0,0,0,1,0,0
Ursus maritimus,Carnivora,Ruminococcus gnavus,bacteria,0,0,1,1,0,0
Ursus maritimus,Carnivora,Ruminococcus hansenii,bacteria,0,0,0,1,0,0
Ursus maritimus,Carnivora,Toxoplasma gondii,protozoa,0,0,1,1,0,0
Ursus maritimus,Carnivora,Trichinella spiralis,helminth,0,0,1,1,1,0
Ursus maritimus,Carnivora,Vesivirus Feline calicivirus,virus,0,0,0,1,0,0
Zalophus californianus,Carnivora,Acinetobacter antiviralis,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Acinetobacter baumannii,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Acinetobacter calcoaceticus,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Acinetobacter lwoffii,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Aeromonas hydrophila,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Arcanobacterium haemolyticum,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Arcanobacterium phocae,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Bacillus coagulans,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Brevibacillus brevis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Citrobacter koseri,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Clostridium perfringens,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Corynebacterium bovis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Corynebacterium pseudotuberculosis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Corynebacterium xerosis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Edwardsiella tarda,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Enterobacter cloacae,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Giardia intestinalis,protozoa,0,0,1,1,0,0
Zalophus californianus,Carnivora,Klebsiella pneumoniae,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Kocuria varians,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Lepas anatifera,arthropod,0,0,0,1,0,0
Zalophus californianus,Carnivora,Listeria ivanovii,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Lysinibacillus sphaericus,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Mamastrovirus Mamastrovirus 1,virus,0,0,0,1,0,0
Zalophus californianus,Carnivora,Micrococcus luteus,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Moraxella bovis,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Moraxella catarrhalis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Moraxella lacunata,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Moraxella nonliquefaciens,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Moraxella osloensis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Moraxella phenylpyruvicus,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Morganella morganii,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Neisseria flavescens,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Neisseria mucosa,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Neospora caninum,protozoa,0,0,1,1,0,0
Zalophus californianus,Carnivora,Photobacterium damselae,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Plesiomonas shigelloides,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Proteus mirabilis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Providencia stuartii,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Pseudomonas stutzeri,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Psychrobacter phenylpyruvicus,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Serratia liquefaciens,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Shewanella putrefaciens,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Staphylococcus aureus,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Staphylococcus epidermidis,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Stenotrophomonas maltophilia,bacteria,0,0,1,1,0,0
Zalophus californianus,Carnivora,Streptococcus viridans,bacteria,0,0,0,1,0,0
Zalophus californianus,Carnivora,Toxoplasma gondii,protozoa,0,0,1,1,0,0
Zalophus californianus,Carnivora,Unassigned Phocid gammaherpesvirus 2,virus,0,0,0,1,0,0
Zalophus californianus,Carnivora,Varicellovirus Phocid alphaherpes virus 1,virus,0,0,0,1,0,0
Zalophus californianus,Carnivora,Vesivirus Vesicular exanthema of swine virus,virus,0,0,0,1,0,0
Cyprinus carpio,Cypriniformes,Proteocephalid plerocercoid,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Acanthocephalorhynchoides ussuriensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Acanthocephalus anguillae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Acanthocephalus lucii,helminth,1,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Allocreadium carparum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Allocreadium isoporum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ancyrocephalus magnus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ancyrocephalus paradoxus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Anguillicola crassus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Anisakis schupakovi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Apharyngostrigea cornu,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Apophallus venustus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Arhythmorhynchus brevis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ascaris carpionis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ascocotyle coleostoma,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Aspidogaster amurensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Aspidogaster conchicola,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Aspidogaster limacoides,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora imitans,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora japonica,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora kubanicum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora markewitschi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora sinensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Asymphylodora tincae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Atractolytocestus sagitattus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Azygia cyprinus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Baruscapillaria appendiculata,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Bathybothrium rectangulum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Bothriocephalus gowkongensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Bothriocephalus opsariichthydis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Brentisentis cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Breviscolex orientalis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Bucephalus polymorphus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Bunodera luciopercae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Camallanus lacustris,helminth,1,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Capillaria catostomi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Capillaria patzcuarensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Capillaria petrushchewskii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Capillaria tomentosa,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Carassotrema koreanum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Carassotrema wui,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Caryophyllaeides fennica,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Caryophyllaeus brachycollis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Caryophyllaeus fimbriceps,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Caryophyllaeus minutus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Centrocestus armatus,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Centrocestus caninus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Centrocestus formosanus,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Centrocestus taiwanense,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Clinostomum complanatum,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Clonorchis sinensis,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Contracaecum aqualii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Contracaecum microcephalum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Contracaecum spiculigerum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Contracaecum squalii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Corynosoma strumosum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Crepidostomum cooperi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Cryptocotyle concava,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Cucullanus cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Cyclustera ralli,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus amphibothrium,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus anchoracanthus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus arcuatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus arquatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus auriculatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus cryptomeres,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus falciformis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus formosus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus intermedius,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus lamellatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus lopuchinae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus minutus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus molnari,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus mrazeki,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus phoxini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus sahuensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus solidus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dactylogyrus yinwenyingae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Digramma interrupta,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Dilepis unilateralis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomulum clavatum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum chromatophorum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum flexicaudum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum helveticum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum hupehensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum niedashui,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum paracaudum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum paraspathaceum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum parviventosum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum rutili,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplostomum spathaceum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplozoon homoion,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Diplozoon paradoxum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Echinochasmus beleocephalus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Echinochasmus fujianensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Echinochasmus japonicus,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Echinochasmus perfoliatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Echinorhynchus clavula,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Eubothrium crassum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Glaridacris laruei,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Glaridacris oligorchis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gnathostoma hispidum,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Gnathostoma spinigerum,helminth,1,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Gryporhynchus cheilancristrotus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gryporhynchus pusillum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus baicalensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus bimicrofaratus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus derjavini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus elegans,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus katharineri,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus kherulensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus medius,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus nagibinae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus nemachili,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus procerus,helminth,0,0,0,0,1,0
