Group,HostReportedName,HostCorrectedName,HostOrder,HostFamily,HostEnvironment,ParasiteReportedName,ParasiteCorrectedName,HasBinomialName,ParType,ParPhylum,ParClass,Citation,LocationName,Longitude,Latitude,PopulationType,SamplingBasis,SampleNotes,Prevalence,HostsSampled,HostSex,HostAge,Intensity,IntensityMeasure,NativeRange,NumSamples,SamplingType
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Aukstikalniene et al. 2007,"Aukstaitija National Park, Lithuania",26.02,55.35,WN,Animals,NA,1,10,NA,NA,5+/-3.8,EggCount,Yes,10,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2000a,southern part of Belarus,27.95,53.71,WN,NA,organs-liver,0.05,18,NA,NA,NA,NA,Yes,18,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.056,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver,0.03,28,NA,NA,NA,NA,Yes,191,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver,0.03,28,NA,Adult,NA,NA,Yes,161,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,2,Female,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,2,NA,NA,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,2,NA,Juvenile,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,2,Male,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,2,NA,Adult,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Flavivirus Tick-borne encephalitis virus,Flavivirus Tick-borne encephalitis virus,yes,Virus,RNA virus,ss+,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Fusobacterium necrophorus,Fusobacterium necrophorum,yes,Bacteria,Fusobacteria,Fusobacteriia,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Nordland County, NORWAY",14.74,66.92,WN,Animals,sucrose flotation method,0.1,50,NA,NA,NA,NA,Yes,50,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Oppland, Norway",9.35,61.41,WN,Animals,sucrose flotation method,0.259,48,NA,NA,NA,NA,Yes,48,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Sor-Trondelag, Noway",10.39,63.12,WN,Animals,sucrose flotation method,0.133,60,NA,NA,NA,NA,Yes,60,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Hedmark, Norway",11.41,61.45,WN,Animals,sucrose flotation method,0.122,82,NA,NA,NA,NA,Yes,82,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Vestfold, Norway",10.13,59.32,WN,Animals,sucrose flotation method,0.204,49,NA,NA,NA,NA,Yes,49,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Aust-Agder, Norway",8.08,58.67,WN,Animals,sucrose flotation method,0.079,38,NA,NA,NA,NA,Yes,38,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Telemark, Norway",8.53,59.52,WN,Animals,sucrose flotation method,0.085,47,NA,NA,NA,NA,Yes,47,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,organs- hide,1,1,NA,Juvenile,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,organs- hide,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,organs- hide,1,1,Female,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Talleklint and Jaenson 1994,"Bogesund, near Stockholm in south-central Sweden",18.1,59.43,WN,NA,organs-hides,1,7,NA,NA,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Klebsiella pneumoniae,Klebsiella pneumoniae,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar icterohaemorrhagiae,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,Susitna area,-149.57,62.31,WN,NA,blood,0.13,40,NA,NA,NA,NA,Yes,40,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar grippotyphosa,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,Susitna area,-149.57,62.31,WN,NA,blood,0.08,40,NA,NA,NA,NA,Yes,40,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar canicola,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,Susitna area,-149.57,62.31,WN,NA,blood,0.08,40,NA,NA,NA,NA,Yes,40,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,"Alaska Peninsula, Alaska",-158.75,56.5,WN,NA,blood,0.25,12,NA,NA,NA,NA,Yes,12,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,Susitna area,-149.57,62.31,WN,NA,blood,0.05,40,NA,NA,NA,NA,Yes,40,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kocan et al 1986b,"Alaska Peninsula, Alaska",-158.75,56.5,WN,NA,blood,0.17,12,NA,NA,NA,NA,Yes,12,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Liorchis scotiae,Liorchis scotiae,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.222,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Rhadinovirus Alcelaphine herpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Malignant catarrhal fever,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Vikoren et al. 2006,Norway,8.47,60.47,WO,Animals,competition ELISA,0.004,250,NA,All,NA,NA,Yes,250,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Rhadinovirus Alcelaphine herpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Warsame and Steen 1989,"Uppland county, Sweden",17.27,60.01,WN,NA,"organs-CNS, liver, kidney,eye, lymphnode, spleen, nasal/buccal/esophageal mucosa, mucous membranes o",1,2,NA,NA,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Rhadinovirus Alcelaphine herpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Warsame and Steen 1989,"Uppland county, Sweden",17.27,60.01,WN,NA,"organs-CNS, liver, kidney,eye, lymphnode, spleen, nasal/buccal/esophageal mucosa, mucous membranes o",1,2,NA,Adult,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Rhadinovirus Alcelaphine herpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Warsame and Steen 1989,"Uppland county, Sweden",17.27,60.01,WN,NA,"organs-CNS, liver, kidney,eye, lymphnode, spleen, nasal/buccal/esophageal mucosa, mucous membranes o",1,2,Female,NA,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Malignant catarrhal fever viruses,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Zarnke et al 2002,Alaska,-149.49,64.2,WO,Animals,competitive ELISA,0.01,219,NA,NA,NA,NA,Yes,219,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Caprine herpesvirus-2,Macavirus Caprine gammaherpesvirus 2,yes,Virus,DNA virus,ds,Vikoren et al. 2006,Norway,8.47,60.47,WO,Samples,Samples from brain and/or eye and/or kidney and/or lung and/or heart and/or liver and/or lymph node tested,0.167,12,All,All,NA,NA,Yes,12,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ovine herpesvirus-2,Macavirus Ovine gammaherpesvirus 2,yes,Virus,DNA virus,ds,Vikoren et al. 2006,Norway,8.47,60.47,WO,Samples,Samples from brain and/or eye and/or kidney and/or lung and/or heart and/or liver and/or lymph node tested,0.417,12,All,All,NA,NA,Yes,12,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moniezia benedeni,Moniezia benedeni,yes,Helminth,Platyhelminthes,Cestoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.278,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moniezia expansa,Moniezia expansa,yes,Helminth,Platyhelminthes,Cestoda,Hoeve et al 1988,"Larose Forest, eastern Ontario",-75.17,45.37,WN,NA,"organs-heart, lungs, liver, spleen, kidneys, stomach, large and small intestine",0.13,16,NA,NA,NA,NA,Yes,16,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Sweetwater county, Wyoming",-108.88,41.66,WN,NA,conjunctival swabs,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Teton county, Wyoming",-110.63,43.85,WN,NA,conjunctival swabs,1,1,Female,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Teton county, Wyoming",-110.63,43.85,WN,NA,conjunctival swabs,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Lincoln county, Wyoming",-110.52,42.07,WN,NA,conjunctival swabs,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Sweetwater county, Wyoming",-108.88,41.66,WN,NA,conjunctival swabs,1,1,Male,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Moraxella ovis,Moraxella ovis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Dubay et al 2000,"Lincoln county, Wyoming",-110.52,42.07,WN,NA,conjunctival swabs,1,1,Male,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Aust-Agder, Norway",8.08,58.67,WO,Animals,ELISA,0.02,51,NA,All,NA,NA,Yes,51,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Troms, Norway",18.78,69.82,WO,Animals,ELISA,0.008,133,NA,All,NA,NA,Yes,133,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Vega, Norway",11.5,65.71,WO,Animals,ELISA,0.08,99,NA,All,NA,NA,Yes,99,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Nematodirella alcidis,Nematodirella alcidis,yes,Helminth,Nematoda,Secernentea,Hoeve et al 1988,"Larose Forest, eastern Ontario",-75.17,45.37,WN,NA,"organs-heart, lungs, liver, spleen, kidneys, stomach, large and small intestine",1,16,NA,NA,NA,NA,Yes,16,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.167,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Trivittatus virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,blood,0.25,31,NA,NA,NA,NA,Yes,31,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Trivittatus virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Isle Royale National Park, Michigan",-88.89,47.99,WN,NA,blood,0.27,20,NA,Adult,NA,NA,Yes,18,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Jamestown Canyon virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Isle Royale National Park, Michigan",-88.89,47.99,WN,NA,blood,0.72,20,NA,Adult,NA,NA,Yes,18,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus La Crosse virus/Snowshoe hare virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,blood,0.06,31,NA,NA,NA,NA,Yes,31,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Jamestown Canyon virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,blood,0.71,31,NA,NA,NA,NA,Yes,31,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Trivittatus virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Isle Royale National Park, Michigan",-88.89,47.99,WN,NA,blood,0.5,20,NA,Juvenile,NA,NA,Yes,2,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Trivittatus virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Isle Royale National Park, Michigan",-88.89,47.99,WN,NA,blood,0.3,20,NA,NA,NA,NA,Yes,20,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Jamestown Canyon virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Isle Royale National Park, Michigan",-88.89,47.99,WN,NA,blood,0.65,20,NA,NA,NA,NA,Yes,20,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Orthobunyavirus California encephalitis virus Jamestown Canyon virus,Orthobunyavirus California encephalitis orthobunyavirus,yes,Virus,RNA virus,ss-,Grimstad et al 1986,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,blood,0.71,31,NA,Adult,NA,NA,Yes,31,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ostertagia leptospicularis,Ostertagia leptospicularis,yes,Helminth,Nematoda,Secernentea,Rehbinder et al 2004,Sweden,18.64,60.13,WO,Samples,"Portions of  lung, and small intestine, the abomasum and large intestine, and faeces were examined for parasites.",1,5,All,All,NA,NA,Yes,5,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parafasciolopsis fasciolaemorpha,Parafasciolopsis fasciolaemorpha,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.444,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Paramphistomum cervi,Paramphistomum cervi,yes,Helminth,Platyhelminthes,Trematoda,Aukstikalniene et al. 2007,"Aukstaitija National Park, Lithuania",26.02,55.35,WN,Animals,NA,1,10,NA,NA,19.6+/-12.9,EggCount,Yes,10,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Paramphistomum cervi,Paramphistomum cervi,yes,Helminth,Platyhelminthes,Trematoda,Hoeve et al 1988,"Larose Forest, eastern Ontario",-75.17,45.37,WN,NA,"organs-heart, lungs, liver, spleen, kidneys, stomach, large and small intestine",0.81,16,NA,NA,NA,NA,Yes,16,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Paramphistomum ichikawai,Paramphistomum ichikawai,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.333,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Dumont and Crete 1996,southern Quebec,-73.55,52.94,WN,NA,census of observations of symptomatic moose,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Fuller 1986,"Bearville Township, Itasca County, Minnesota",-93.63,47.51,WN,NA,organs-brain,0.14,9,Female,NA,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Fuller 1986,"Bearville Township, Itasca County, Minnesota",-93.63,47.51,WN,NA,organs-brain,0.11,9,NA,NA,NA,NA,Yes,9,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Fuller 1986,"Bearville Township, Itasca County, Minnesota",-93.63,47.51,WN,NA,organs-brain,1,9,NA,Juvenile,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Lankester et al 2007,"Grand Marais, Minnesota",-90.33,47.75,WN,Animals,NA,1,1,Female,Juvenile,NA,NA,Yes,1,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Lankester et al 2007,"Thunder Bay, Ontario",-89.25,48.38,WN,Animals,NA,0.5,4,All,All,NA,NA,Yes,4,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Parelaphostrongylus tenuis,Parelaphostrongylus tenuis,yes,Helminth,Nematoda,Secernentea,Lankester et al 2007,"Thunder Bay, Ontario",-89.25,48.38,WN,Animals,cranium necropsy,1,1,Male,Juvenile,NA,NA,Yes,1,Other
