"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"3307","Picumnus dorbignyanus",NA,"Picumnus","Picidae","Ocellated Piculet","Picumnus dorbignyanus",NA,NA,NA,0,-16.28151209,3.39794000867204,0,5.00203414021165,NA,NA,0.0606978403536116,NA,-16.28151209,-2.19933384118807,0,"0",2.4,NA,"0",1.00432137378264,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus dorbignyanus"
"3308","Picumnus exilis",NA,"Picumnus","Picidae","Golden-spangled Piculet","Picumnus exilis",NA,NA,NA,0,1.93932949,3.27875360095283,1.73205080756888,6.10174941967376,NA,NA,0.0791812460476248,NA,1.93932949,-2.33327144070459,0,"1",NA,NA,"0",0.98113878264066,NA,0,0,"0",20,"0",100,80,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus exilis"
"3309","Picumnus fulvescens",NA,"Picumnus","Picidae","Tawny Piculet","Picumnus fulvescens",NA,NA,NA,0,-7.96937891,2.97772360528885,1,5.07770428060998,NA,NA,NA,NA,-7.96937891,-2.32483033958413,0,"1",NA,NA,"0",NA,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Picumnus fulvescens"
"3310","Picumnus fuscus",NA,"Picumnus","Picidae","Rusty-necked Piculet","Picumnus fuscus",NA,NA,NA,0,-13.01774926,NA,0,4.06412042950557,NA,NA,NA,NA,-13.01774926,-2.17657652216698,0,"1",NA,NA,"0",NA,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus fuscus"
"3311","Picumnus granadensis",NA,"Picumnus","Picidae","Greyish Piculet","Picumnus granadensis",NA,NA,NA,0,3.76009099,3.34242268082221,0,4.4375070740357,NA,NA,NA,NA,3.76009099,-2.22913348853666,0,"1",NA,NA,"0",1.10037054511756,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus granadensis"
"3312","Picumnus innominatus",NA,"Picumnus","Picidae","Speckled Piculet","Picumnus innominatus",NA,NA,NA,0,24.23715712,3.47712125471966,1,6.65625413012908,NA,NA,0.110589710299249,11,24.23715712,-2.33558931684266,0,"1",3.5,NA,"0",1.0344279050254,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Picumnus innominatus"
"3313","Picumnus lafresnayi",NA,"Picumnus","Picidae","Lafresnaye's Piculet","Picumnus lafresnayi",NA,NA,NA,0,-2.79224953,3.14612803567824,1,5.8917464146092,NA,NA,NA,NA,-2.79224953,-2.34424426866648,0,"1",2,NA,"0",0.973127853599699,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Picumnus lafresnayi"
"3314","Picumnus limae",NA,"Picumnus","Picidae","Ochraceous Piculet","Picumnus limae",NA,NA,NA,0,-4.19890807,3,1.73205080756888,4.62183022779557,NA,NA,NA,NA,-4.19890807,-2.2713149320668,0,"0",NA,NA,"0",NA,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus limae"
"3315","Picumnus minutissimus",NA,"Picumnus","Picidae","Arrowhead Piculet","Picumnus minutissimus",NA,1.44715803134222,NA,0,5.55477679,NA,1,4.74436784656866,NA,NA,0.113943352306837,12.75,5.55477679,-2.33486369981464,0,"0",2.5,NA,"0",1.12057393120585,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus minutissimus"
"3316","Picumnus nebulosus",NA,"Picumnus","Picidae","Mottled Piculet","Picumnus nebulosus",NA,NA,NA,0,-28.86976619,3.04139268515822,1,5.7142694447063,NA,NA,NA,NA,-28.86976619,-2.24456021430638,0,"1",NA,NA,"0",1.07188200730613,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","0",0,"Picumnus nebulosus"
"3317","Picumnus nigropunctatus",NA,"Picumnus","Picidae","Black-dotted Piculet","Picumnus nigropunctatus",NA,NA,NA,0,9.29750936,NA,1,4.39440218825709,NA,NA,0.0791812460476248,NA,9.29750936,-2.32412246330192,0,"1",NA,NA,"0",0.98113878264066,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Picumnus nigropunctatus"
"3318","Picumnus olivaceus",NA,"Picumnus","Picidae","Olivaceous Piculet","Picumnus olivaceus",NA,1.39794000867204,NA,0,7.52996808,3.36172783601759,1,5.69370487414854,NA,NA,NA,14,7.52996808,-2.33486369981464,0,"0",2.75,NA,"0",1.11394335230684,2,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus olivaceus"
"3319","Picumnus pumilus",NA,"Picumnus","Picidae","Orinoco Piculet","Picumnus pumilus",NA,NA,NA,0,1.24867038,2.69897000433602,0,5.3230949131076,NA,NA,NA,NA,1.24867038,-2.2713149320668,0,"0",NA,NA,"0",0.977723605288848,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Picumnus pumilus"
"3320","Picumnus pygmaeus",NA,"Picumnus","Picidae","Spotted Piculet","Picumnus pygmaeus",NA,NA,NA,0,-8.9632932,2.90308998699194,1.73205080756888,5.92297141932045,NA,NA,NA,NA,-8.9632932,-2.33327144070459,0,"0",NA,NA,"0",1.04139268515823,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus pygmaeus"
"3321","Picumnus rufiventris",NA,"Picumnus","Picidae","Rufous-breasted Piculet","Picumnus rufiventris",NA,NA,NA,0,-7.96583459,3.17609125905568,0,6.06919397818395,NA,NA,NA,NA,-7.96583459,-2.31905938058456,0,"0",NA,NA,"0",1.26717172840301,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus rufiventris"
"3322","Picumnus sclateri",NA,"Picumnus","Picidae","Ecuadorian Piculet","Picumnus sclateri",NA,NA,NA,0,-3.24681396,3.27875360095283,1,4.65268737674854,NA,NA,NA,NA,-3.24681396,-2.33558931684266,0,"0",NA,NA,"0",1.09342168516224,NA,0,0,"0",20,"0",100,80,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus sclateri"
"3323","Picumnus spilogaster",NA,"Picumnus","Picidae","White-bellied Piculet","Picumnus spilogaster",NA,NA,NA,0,5.11918723,2,0,5.44851323621221,NA,NA,NA,NA,5.11918723,-2.34424426866648,0,"1",NA,NA,"0",1.12221587827283,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","0",0,"Picumnus spilogaster"
"3324","Picumnus squamulatus",NA,"Picumnus","Picidae","Scaled Piculet","Picumnus squamulatus",NA,NA,NA,0,7.56599191,3.27875360095283,0,5.64086583891945,NA,NA,NA,NA,7.56599191,-2.3276734394395,0,"0",NA,NA,"0",1.00860017176192,NA,0,0,"0",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus squamulatus"
"3325","Picumnus steindachneri",NA,"Picumnus","Picidae","Speckle-chested Piculet","Picumnus steindachneri",NA,NA,NA,0,-6.10472638,3.34242268082221,1,3.85241428529487,NA,NA,NA,NA,-6.10472638,-2.33558931684266,0,"1",NA,NA,"0",0.99563519459755,NA,0,0,"0",70,"0",100,30,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","0",0,"Picumnus steindachneri"
"3326","Picumnus subtilis",NA,"Picumnus","Picidae","Fine-barred Piculet","Picumnus subtilis",NA,NA,NA,0,-12.55015699,3.04139268515822,0,4.59708341184664,NA,NA,NA,NA,-12.55015699,-2.32483033958413,0,"0",NA,NA,"0",1.02938377768521,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus subtilis"
"3327","Picumnus temminckii",NA,"Picumnus","Picidae","Ochre-collared Piculet","Picumnus temminckii",NA,NA,NA,0,-26.31378085,2.90308998699194,1,5.71145419478967,NA,NA,NA,NA,-26.31378085,-2.34424426866648,0,"0",NA,NA,"0",1.07918124604762,NA,0,0,"0",20,"0",100,80,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picumnus temminckii"
"3328","Picumnus varzeae",NA,"Picumnus","Picidae","Varzea Piculet","Picumnus varzeae",NA,NA,NA,0,-2.40115569,NA,1,5.27793771291327,NA,NA,NA,NA,-2.40115569,-2.21405297315149,0,"0",NA,NA,"0",NA,NA,0,0,"0",30,"0",100,40,0,1,"0","0",30,0,NA,0,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Picumnus varzeae"
"3329","Picus awokera",NA,"Picus","Picidae","Japanese Green Woodpecker","Picus awokera",NA,NA,NA,0,35.92427047,3.14612803567824,1,5.44885891794146,NA,NA,0.8750612633917,NA,35.92427047,-2.29691282308412,0,"0",7.5,NA,"0",2.13987908640124,NA,10,0,"0",80,"0",70,20,0,3,"0","0",0,0,NA,20,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Picus awokera"
"3330","Picus canus",NA,"Picus","Picidae","Grey-headed Woodpecker","Picus canus",NA,1.39794000867204,0.886490725172482,0,51.73300757,3.23044892137827,4.58257569495584,7.05982719711332,NA,NA,0.812913356642856,15.5,51.73300757,-2.41809187746096,0,"0",7.5,NA,"0",2.13672056715641,1,10,100,"0",0,"0",70,0,10,4,"0","0",0,0,NA,10,"1",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Picus canus"
"3331","Picus chlorolophus",NA,"Picus","Picidae","Lesser Yellownape","Picus chlorolophus",NA,NA,NA,0,19.23098203,3.32221929473392,1,6.53718601616948,NA,NA,0.694605198933569,NA,19.23098203,-2.3658885987698,0,"0",3,NA,"0",1.82390874096603,NA,0,33,"0",33,"0",80,33,10,3,"0","0",0,0,NA,10,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picus chlorolophus"
"3332","Picus erythropygius",NA,"Picus","Picidae","Black-headed Woodpecker","Picus erythropygius",NA,NA,NA,0,15.33619257,3,0,5.66772685367592,NA,NA,0.838849090737255,NA,15.33619257,-2.40087454853198,0,"1",3.5,NA,"0",2.07188200730613,NA,0,25,"0",25,"0",100,25,0,1,"0","0",25,0,NA,0,"0",NA,"0","0","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Picus erythropygius"
"3333","Picus flavinucha",NA,"Picus","Picidae","Greater Yellownape","Picus flavinucha",NA,NA,NA,NA,NA,NA,1.4142135623731,NA,NA,NA,NA,NA,NA,-2.37726761221595,NA,NA,3.4,NA,"0",2.26717172840301,NA,10,0,"0",40,"0",80,30,0,3,"0","0",30,0,NA,10,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Chrysophlegma flavinucha"
"3334","Picus mentalis",NA,"Picus","Picidae","Checker-throated Woodpecker","Picus mentalis",NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,NA,NA,NA,-2.37726761221595,NA,NA,2.7,NA,"0",2.02242837118549,NA,0,0,"0",100,"0",90,0,0,2,"0","0",0,0,NA,10,NA,NA,NA,NA,NA,"0",1,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Chrysophlegma mentale"
"3335","Picus mineaceus",NA,"Picus","Picidae","Banded Woodpecker","Picus mineaceus",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.3654395815569,NA,NA,2.7,NA,"0",1.98811284026835,NA,0,0,"0",33,"0",100,33,0,1,"0","0",33,0,NA,0,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Chrysophlegma miniaceum"
"3336","Picus puniceus",NA,"Picus","Picidae","Crimson-winged Woodpecker","Picus puniceus",NA,NA,NA,0,0.95576061,3.11394335230684,0,6.14006919273623,NA,NA,0.728353782021228,NA,0.95576061,-2.3658885987698,0,"1",2.75,NA,"0",1.93701610746481,NA,0,33,"0",33,"0",100,33,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picus puniceus"
"3337","Picus rabieri",NA,"Picus","Picidae","Red-collared Woodpecker","Picus rabieri",NA,NA,NA,0,18.61589774,2.84509804001426,1.73205080756888,5.39303492745949,NA,NA,NA,NA,18.61589774,-2.42117635958754,0,"1",NA,NA,"0",NA,NA,0,40,"0",0,"0",100,60,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","0",0,"Picus rabieri"
"3338","Picus sharpei",NA,"Picus","Picidae","Iberian Green Woodpecker","Picus sharpei",NA,1.36172783601759,1.18184358794477,0,40.48259165,3.47712125471966,0,5.75127299479804,0.75966784468963,NA,0.949390006644913,18,40.48259165,-2.24588713938778,0,"1",6.1,2.56138048325787,"0",2.26638851008716,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Picus sharpei"
"3339","Picus squamatus",NA,"Picus","Picidae","Scaly-bellied Woodpecker","Picus squamatus",NA,NA,NA,0,32.56122941,3.56820172406699,2,5.89265907078391,NA,NA,0.939519252618618,NA,32.56122941,-2.42562111486321,0,"0",5,NA,"0",2.24138043406457,NA,0,33,"0",33,"0",80,33,0,2,"0","0",0,0,NA,20,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picus squamatus"
"3340","Picus vaillantii",NA,"Picus","Picidae","Levaillant's Woodpecker","Picus vaillantii",NA,1.36172783601759,1.18184358794477,0,34.54719768,3.32221929473392,2.23606797749979,5.5361398606517,0.75966784468963,NA,0.934498451243568,18,34.54719768,-2.43146815018059,0,"0",6.1,2.56138048325787,"0",2.24551266781415,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Picus vaillantii"
"3341","Picus viridanus",NA,"Picus","Picidae","Streak-breasted Woodpecker","Picus viridanus",NA,NA,NA,0,15.731922,NA,0,5.59197871968045,NA,NA,NA,NA,15.731922,-2.43464946676695,0,"1",NA,NA,"0",2.06632592536204,NA,0,60,"0",20,"0",100,20,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picus viridanus"
"3342","Picus viridis",NA,"Picus","Picidae","European Green Woodpecker","Picus viridis",NA,1.36172783601759,1.18184358794477,0,50.09075321,3.47712125471966,4.79583152331272,6.77682797111277,0.75966784468963,NA,0.949390006644913,18,50.09075321,-2.43146815018059,0,"0",6.1,2.56138048325787,"0",2.26638851008716,1,0,100,"0",0,"0",90,0,0,2,"0","0",0,0,NA,10,"1",2.56229286445647,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Picus viridis"
"3343","Picus vittatus",NA,"Picus","Picidae","Laced Woodpecker","Picus vittatus",NA,NA,0.996365715359504,0,12.51389507,3.17609125905568,0,6.13113823569083,NA,NA,0.799340549453582,NA,12.51389507,-2.43464946676695,0,"1",4,NA,"0",2.03762566991472,NA,0,25,"0",25,"0",100,25,0,1,"0","0",25,0,NA,0,"0",NA,"0","0","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Picus vittatus"
"3344","Picus xanthopygaeus",NA,"Picus","Picidae","Streak-throated Woodpecker","Picus xanthopygaeus",NA,NA,NA,0,21.04257208,3.17609125905568,1,6.31764981694938,NA,NA,0.755874855672491,NA,21.04257208,-2.42562111486321,0,"0",3.9,NA,"0",2.00043407747932,NA,10,40,"0",20,"0",80,40,10,3,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Picus xanthopygaeus"
"3345","Piezorhina cinerea",NA,"Piezorhina","Emberizidae","Cinereous Finch","Piezorhina cinerea",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.17919050574503,NA,NA,NA,NA,"0",NA,NA,30,80,"1",0,"0",40,20,0,4,"0","0",0,10,NA,20,NA,NA,NA,NA,NA,"1",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Piezorhina cinerea"
"3346","Pinarochroa sordida",NA,"Pinarochroa","Muscicapidae","Moorland Chat","Pinarochroa sordida",NA,NA,NA,0,7.14689639,3.64345267648619,1,5.2750167168789,NA,NA,0.481442628502305,NA,7.14689639,-2.07751938234246,0,"0",3,NA,"0",1.31175386105575,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Cercomela sordida"
"3347","Pinarocorys erythropygia",NA,"Pinarocorys","Alaudidae","Rufous-rumped Lark","Pinarocorys erythropygia",NA,NA,NA,0.00807052350899051,9.44489765,NA,1,6.75761056137438,NA,NA,NA,NA,13.102545575,-2.44618026291815,28.6936248620267,"0",NA,NA,"0",1.47856649559384,NA,0,80,"1",0,"0",100,20,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Pinarocorys erythropygia"
"3348","Pinarocorys nigricans",NA,"Pinarocorys","Alaudidae","Dusky Lark","Pinarocorys nigricans",NA,NA,NA,-0.0112698172402974,-10.75563287,NA,0,6.55068933221942,NA,NA,NA,NA,-19.8004121,-2.44618026291815,31.7077011638067,"0",NA,NA,"0",1.57978359661681,NA,10,100,"1",0,"0",90,0,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"1","0",0,"0",0,"0","0","0","1",0,"Pinarocorys nigricans"
"3349","Pinaroloxias inornata",NA,"Pinaroloxias","Thraupidae","Cocos Finch","Pinaroloxias inornata",NA,NA,NA,0,5.53044425,2.75587485567249,NA,1.3937408677305,NA,NA,NA,NA,5.53044425,-2.37116073401333,0,"0",NA,NA,"0",1.11727129565576,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Pinaroloxias inornata"
"3350","Pinarornis plumosus",NA,"Pinarornis","Muscicapidae","Boulder Chat","Pinarornis plumosus",NA,NA,NA,0,-17.54402315,NA,0,5.32930672402422,NA,NA,0.673020907128896,NA,-17.54402315,-0.277496881948802,0,"0",2.4,NA,"0",1.81822589361396,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Pinarornis plumosus"
"3351","Pinguinus impennis",NA,"Pinguinus","Alcidae","Great Auk","Pinguinus impennis",NA,NA,NA,-2.59077857875672e-05,58.31254962,NA,4.47213595499958,6.92054903083433,NA,NA,2.66558099101795,44,55.27165181,-2.06222177043318,28.3942365169041,NA,1,NA,"0",3.69897000433602,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0",NA,"0","1",NA,"0",NA,"0","0","0","0",NA,"Pinguinus impennis"
"3352","Pinicola enucleator",NA,"Pinicola","Fringillidae","Pine Grosbeak","Pinicola enucleator",NA,1.30102999566398,0.991226075692495,0.0141950319319642,58.39658934,NA,3.87298334620742,7.38317247754826,NA,NA,0.633468455579587,13.25,55.74494091,-2.35952462496643,65.8537105754392,"1",3.8,2.56046618126061,"0",1.75587485567249,1,30,0,"1",80,"0",20,0,0,4,"1","0",20,30,NA,20,"0",NA,"0","0","0","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Pinicola enucleator"
"3353","Pinicola subhimachala",NA,"Pinicola","Fringillidae","Crimson-browed Finch","Pinicola subhimachala",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.49131568254319,NA,NA,NA,NA,"0",1.67209785793572,NA,40,50,"1",0,"0",0,50,0,3,"1","0",0,30,NA,30,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Pinicola subhimachala"
"3354","Pipilo chlorurus",NA,"Pipilo","Emberizidae","Green-tailed Towhee","Pipilo chlorurus",NA,1.07918124604762,0.886490725172482,0.0210993123703961,37.00642767,NA,3.46410161513775,6.61510074921873,0.57978359661681,NA,0.480006942957151,12,30.94304881,-2.46473844051106,38.4335183043899,"0",4,2.56229286445647,"0",1.4663732612359,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Pipilo chlorurus"
"3355","Pipilo erythrophthalmus",1,"Pipilo","Emberizidae","Eastern Towhee","Pipilo erythrophthalmus",1.89762709129044,1.04139268515823,1.0899051114394,-0.0322300908082835,39.045713305,3.54406804435028,6.6332495807108,6.54102477565723,0.491361693834273,1.39269695325967,0.587710965018911,12.5,33.357631705,-2.500382540762,39.1888948150128,"0",3.625,2.56138048325787,"0",1.60530504614111,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,1.90848501887865,NA,"0",2.56229286445647,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Pipilo erythrophthalmus"
"3356","Pipilo maculatus",1,"Pipilo","Emberizidae","Spotted Towhee","Pipilo maculatus",NA,1.04139268515823,1.0899051114394,0.0025863279869613,42.10401565,3.51851393987789,4.89897948556636,6.72673071634183,0.491361693834273,1.39269695325967,0.587710965018911,12.5,35.366785455,-2.500382540762,41.4035298888538,"0",3.625,2.73838412351216,"0",1.60042832573213,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.86332286012046,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Pipilo maculatus"
"3357","Pipilo ocai",NA,"Pipilo","Emberizidae","Collared Towhee","Pipilo ocai",NA,NA,NA,0,18.82736557,3.57403126772772,1.4142135623731,5.05712489978214,NA,NA,0.787460474518415,NA,18.82736557,-2.48474697606742,0,"0",4,NA,"0",1.78887511577542,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Pipilo ocai"
"3358","Pipraeidea melanonota",NA,"Pipraeidea","Thraupidae","Fawn-breasted Tanager","Pipraeidea melanonota",NA,NA,NA,0,-17.92002276,3.39794000867204,NA,6.324640599245,NA,NA,NA,NA,-17.92002276,-2.40707149492387,0,"0",NA,NA,"0",1.33445375115093,NA,20,0,"1",20,"0",30,10,0,3,"0","0",60,0,NA,50,"0",NA,"0","1","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Pipraeidea melanonota"
"3359","Piprites chloris",NA,"Piprites","Tyrannidae","Wing-barred Piprites","Piprites chloris",NA,NA,NA,0,-4.82612641,3.30102999566398,1,6.84961714172078,NA,NA,NA,NA,-4.82612641,-1.50213549565341,0,"1",NA,NA,"0",1.21418130866382,NA,0,0,"1",20,"0",90,0,0,2,"0","0",80,0,NA,10,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Piprites chloris"
"3360","Piprites griseiceps",NA,"Piprites","Tyrannidae","Grey-headed Piprites","Piprites griseiceps",NA,NA,NA,0,13.47176709,2.8750612633917,0,5.07853985235335,NA,NA,NA,NA,13.47176709,-1.50213549565341,0,"1",NA,NA,"0",1.20411998265592,NA,0,0,"1",20,"0",50,0,0,2,"0","0",80,0,NA,50,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Piprites griseiceps"
"3361","Piprites pileata",NA,"Piprites","Tyrannidae","Black-capped Piprites","Piprites pileata",NA,NA,NA,0,-25.71774311,3.30102999566398,1,5.28685299065957,NA,NA,NA,NA,-25.71774311,-1.5005399481284,0,"1",NA,NA,"0",1.17609125905568,NA,0,0,"1",20,"0",100,0,0,1,"0","0",80,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","0",0,"Piprites pileata"
"3362","Piranga bidentata",NA,"Piranga","Cardinalidae","Flame-colored Tanager","Piranga bidentata",NA,NA,NA,0,20.1782217,3.25527250510331,2,5.60101987405774,NA,NA,0.582063362911709,NA,20.1782217,-2.47110893526363,0,"0",2.45,NA,"0",1.57039698307262,NA,0,10,"1",50,"0",40,10,0,2,"0","0",30,0,NA,60,"0",NA,"0","1","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Piranga bidentata"
"3363","Piranga erythrocephala",NA,"Piranga","Cardinalidae","Red-headed Tanager","Piranga erythrocephala",NA,NA,NA,0,21.5929196,3.41497334797082,0,5.40863070731407,NA,NA,NA,NA,21.5929196,-2.45028443688303,0,"0",NA,NA,"0",1.3384564936046,NA,0,0,"1",100,"0",50,0,0,2,"0","0",0,0,NA,50,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Piranga erythrocephala"
