"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"55","Acrocephalus tangorum",NA,"Acrocephalus","Acrocephalidae","Manchurian Reed Warbler","Acrocephalus tangorum",NA,NA,NA,-0.0906696381131171,49.24066168,NA,1,5.9884891508732,NA,NA,0.123851640967086,NA,12.80428634,-2.47065919721833,67.9380699795602,"1",4.9,NA,"0",0.929418925714293,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","0",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,"Acrocephalus tangorum"
"56","Acrocephalus vaughani",NA,"Acrocephalus","Acrocephalidae","Pitcairn Reed Warbler","Acrocephalus vaughani",NA,NA,NA,0,-25.06834624,NA,1.4142135623731,0.680823608320147,NA,NA,NA,NA,-25.06834624,-2.50141581376902,0,"0",NA,NA,"0",1.38916608436453,NA,0,10,"1",30,"0",100,30,0,1,"0","0",30,0,NA,0,"0",NA,"0","0","0","0",4,"0","0",0,"0",0,"0","1","0","0",0,"Acrocephalus vaughani"
"57","Acrocephalus yamashinae",NA,"Acrocephalus","Acrocephalidae","Pagan Reed Warbler","Acrocephalus yamashinae",NA,NA,NA,0,18.11635459,2.69897000433602,0,1.68157407098121,NA,NA,NA,NA,18.11635459,-2.4264400103357,0,NA,NA,NA,"0",1.50819292602544,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0",NA,"1","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Acrocephalus yamashinae"
"58","Aegithalos bonvaloti",NA,"Aegithalos","Aegithalidae","Black-browed Bushtit","Aegithalos bonvaloti",NA,NA,NA,0,28.22859046,NA,1.4142135623731,5.17008579844612,NA,NA,NA,NA,28.22859046,-2.50115686491137,0,"0",4.5,NA,"0",0.860338006570994,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos bonvaloti"
"59","Aegithalos caudatus",NA,"Aegithalos","Aegithalidae","Long-tailed Tit","Aegithalos caudatus",NA,1.20411998265592,1.04532297878666,0.000581849896318101,52.54078148,NA,10.3440804327886,7.26542356830075,NA,NA,-0.0555173278498314,15,48.698883855,-2.46988123571689,40.5686036029251,"0",9.9,2.56229286445647,"0",0.934498451243568,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aegithalos caudatus"
"60","Aegithalos concinnus",NA,"Aegithalos","Aegithalidae","Black-throated Bushtit","Aegithalos concinnus",NA,NA,NA,0,27.23630285,NA,3.60555127546399,6.4467708858546,NA,NA,NA,NA,27.23630285,-2.44918151460483,0,"0",4.2,NA,"0",0.795880017344075,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos concinnus"
"61","Aegithalos fuliginosus",NA,"Aegithalos","Aegithalidae","Sooty Bushtit","Aegithalos fuliginosus",NA,NA,NA,0,31.85331523,3.41497334797082,0,5.33594481027605,NA,NA,NA,NA,31.85331523,-2.50115686491137,0,"0",NA,NA,"0",0.845098040014257,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos fuliginosus"
"62","Aegithalos glaucogularis",NA,"Aegithalos","Aegithalidae","Silver-throated Bushtit","Aegithalos glaucogularis",NA,1.20411998265592,1.04532297878666,0,33.83021899,NA,2.23606797749979,6.25391360048885,NA,NA,-0.0555173278498314,15,33.83021899,-2.46988123571689,0,"0",9.9,2.56229286445647,"0",0.934498451243568,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","1","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos glaucogularis"
"63","Aegithalos iouschistos",NA,"Aegithalos","Aegithalidae","Rufous-fronted Bushtit","Aegithalos iouschistos",NA,NA,NA,0,28.24560419,NA,1,4.9445737035048,NA,NA,NA,NA,28.24560419,-2.46545170102268,0,"0",4.5,NA,"0",0.860338006570994,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos iouschistos"
"64","Aegithalos leucogenys",NA,"Aegithalos","Aegithalidae","White-cheeked Bushtit","Aegithalos leucogenys",NA,NA,NA,0,33.18412699,3.56348108539441,0,5.46144754380328,NA,NA,NA,NA,33.18412699,-2.44918151460483,0,"0",6.3,NA,"0",0.845098040014257,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos leucogenys"
"65","Aegithalos niveogularis",NA,"Aegithalos","Aegithalidae","White-throated Bushtit","Aegithalos niveogularis",NA,NA,NA,0,31.95574813,3.56820172406699,0,5.25670535138675,NA,NA,NA,NA,31.95574813,-2.44395737945673,0,"0",4.25,NA,"0",0.8750612633917,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegithalos niveogularis"
"66","Aegithalos sharpei",NA,"Aegithalos","Aegithalidae","Burmese Bushtit","Aegithalos sharpei",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.48549389512552,NA,NA,4.5,NA,"0",0.860338006570994,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"Aegithalos sharpei"
"67","Aegolius acadicus",NA,"Aegolius","Strigidae","Northern Saw-whet Owl","Aegolius acadicus",NA,1.48072537898849,1.24303804868629,0.0410563474933455,46.72258292,3.49136169383427,10.0995049383621,7.03426783871877,0.8750612633917,1.98227123303957,1.00860017176192,27,42.851086295,-2.32621161163285,30.4848693663468,"1",5.5,2.56229286445647,"0",1.98057144816167,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aegolius acadicus"
"68","Aegolius funereus",NA,"Aegolius","Strigidae","Boreal Owl","Aegolius funereus",NA,1.50105926221775,1.20139712432045,5.25178081996009e-06,57.11726761,NA,16.4620776331543,7.37287848532024,0.924279286061882,2.19312459835446,1.09691001300806,27.75,56.75866482,-2.31567969821698,36.7728643427691,"0",5.145,2.56138048325787,"0",2.11892575282578,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aegolius funereus"
"69","Aegolius harrisii",NA,"Aegolius","Strigidae","Buff-fronted Owl","Aegolius harrisii",NA,NA,NA,0,-22.61402099,3.49136169383427,1.4142135623731,6.04082013358574,NA,NA,NA,NA,-22.61402099,-2.32621161163285,0,"0",3,NA,"0",2.0782755220866,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegolius harrisii"
"70","Aegolius ridgwayi",NA,"Aegolius","Strigidae","Unspotted Saw-whet Owl","Aegolius ridgwayi",NA,NA,NA,0,15.27789064,3.47712125471966,1,4.64338108899935,NA,NA,NA,NA,15.27789064,-2.30202303879579,0,"0",5.5,NA,"0",1.90308998699194,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aegolius ridgwayi"
"71","Aethia cristatella",NA,"Aethia","Alcidae","Crested Auklet","Aethia cristatella",2.88761730033574,1.50514997831991,1.03342375548695,0.187284837635086,54.96284311,2.69897000433602,9.1104335791443,6.76627839359663,NA,2.42975228000241,1.67760695272049,34,50.40862486,-2.05567878649869,44.6069075074966,"1",1,3.03941411917614,"0",2.42160392686983,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",3.03941411917614,"1","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aethia cristatella"
"72","Aethia psittacula",NA,"Aethia","Alcidae","Parakeet Auklet","Aethia psittacula",NA,1.54406804435028,NA,0.292936041558486,56.272950345,NA,3.16227766016838,7.24816925750842,NA,2.34772021703404,1.68033551341456,35,48.604253155,-2.06143485440329,44.9602140574001,"1",1,NA,"0",2.43616264704076,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"1","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Cyclorrhynchus psittacula"
"73","Aethia pusilla",NA,"Aethia","Alcidae","Least Auklet","Aethia pusilla",NA,1.50514997831991,0.90848501887865,0.363752442778084,56.49700912,NA,6.85565460040104,6.56892092252724,NA,1.91487181754005,1.23552844690755,30,51.36113853,-2.06143485440329,68.3289086441082,"1",1,3.03941411917614,"0",1.92941892571429,1,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",3.03941411917614,"1","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aethia pusilla"
"74","Aethia pygmaea",NA,"Aethia","Alcidae","Whiskered Auklet","Aethia pygmaea",NA,1.5910646070265,1.17609125905568,0.228270789962612,52.5096866,NA,4.35889894354067,6.27492853875952,1.12221587827283,2.02530586526477,1.41497334797082,32.75,52.473353125,-2.04812081372213,48.1054894590928,"1",1,NA,"0",2.07736790528416,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",3.03941411917614,"1","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Aethia pygmaea"
"75","Afropavo congensis",NA,"Afropavo","Phasianidae","Congo Peacock","Afropavo congensis",NA,NA,NA,0,-1.2001121,3.07918124604762,3.87298334620742,5.84354753750267,NA,NA,1.84509804001426,NA,-1.2001121,-2.15546534808982,0,"1",2.7,NA,"0",3.06041451242235,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Afropavo congensis"
"76","Agelaioides badius",NA,"Agelaioides","Icteridae","Baywing","Agelaioides badius",NA,NA,NA,0,-27.75632899,3.50514997831991,4.89897948556636,6.57227667483745,NA,NA,0.612783856719735,NA,-27.75632899,-2.53322595616625,0,"0",NA,NA,"0",1.63848925695464,NA,40,50,"1",20,"0",60,30,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Molothrus badius"
"77","Agelaioides oreopsar",NA,"Agelaioides","Icteridae","Bolivian Blackbird","Agelaioides oreopsar",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.53322595616625,NA,NA,3,NA,"0",1.85156408226349,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"Oreopsar bolivianus"
"78","Agelaius assimilis",NA,"Agelaius","Icteridae","Red-shouldered Blackbird","Agelaius assimilis",NA,1.20547503674089,1.30102999566398,0,22.21850203,NA,2.23606797749979,3.6103591047129,0.439332693830263,1.55144999797288,0.604765884703887,12,22.21850203,-2.49112364569301,0,"0",3.29,2.73858238623274,"0",1.73239375982297,2,100,100,"1",0,"0",0,0,0,1,"0","0",0,0,NA,0,"0",2.56229286445647,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Agelaius assimilis"
"79","Agelaius humeralis",NA,"Agelaius","Icteridae","Tawny-shouldered Blackbird","Agelaius humeralis",NA,NA,NA,0,21.55602211,2.95424250943932,1,5.03876381435924,NA,NA,NA,NA,21.55602211,-2.48085623733092,0,"0",3.5,NA,"0",1.56050441519506,NA,60,60,"1",10,"0",0,30,40,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Agelaius humeralis"
"80","Agelaius phoeniceus",1,"Agelaius","Icteridae","Red-winged Blackbird","Agelaius phoeniceus",2.73105127194746,1.20547503674089,1.30102999566398,-0.0273784175346764,45.43552155,3.47712125471966,26.0768096208106,7.14887895045313,0.439332693830263,1.55144999797288,0.604765884703887,12,32.373959745,-2.49112364569301,54.0889980431302,"1",3.3,2.73858238623274,"0",1.73239375982297,2,50,90,"1",0,"0",50,10,0,2,"0","0",0,0,NA,0,"0",2.56229286445647,"0","0","1","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Agelaius phoeniceus"
"81","Agelaius tricolor",NA,"Agelaius","Icteridae","Tricolored Blackbird","Agelaius tricolor",NA,1.06069784035361,1.12221587827283,-0.0036529041348254,38.364554155,3.11394335230684,3.3166247903554,5.0533688602323,0.482158695411276,NA,0.582063362911709,11,36.62404118,-2.47581214806255,19.6607138064776,"1",3.25,2.56259022460633,"0",1.75204844781944,2,30,100,"1",0,"0",70,0,0,2,"0","0",0,0,NA,0,"0",2.86362022027032,"0","0","1","0",1,"0","1",0,"0",0,"0","0","0","0",0,"Agelaius tricolor"
"82","Agelaius xanthomus",NA,"Agelaius","Icteridae","Yellow-shouldered Blackbird","Agelaius xanthomus",NA,NA,1.0997957011305,0,18.22415421,NA,3.46410161513775,3.94084801198411,NA,NA,NA,NA,18.22415421,-2.48085623733092,0,"1",3,NA,"0",1.58433122436753,NA,10,20,"1",60,"0",60,20,0,3,"0","0",0,0,NA,30,"0",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","0",0,"Agelaius xanthomus"
"83","Agelasticus cyanopus",NA,"Agelasticus","Icteridae","Unicolored Blackbird","Agelasticus cyanopus",NA,NA,NA,0,-19.80760504,NA,1.73205080756888,6.42598906710352,NA,NA,0.525044807036845,NA,-19.80760504,-2.59131888973706,0,"0",3,NA,"0",1.5092025223311,NA,60,70,"1",0,"0",40,30,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Chrysomus cyanopus"
"84","Agelasticus thilius",NA,"Agelasticus","Icteridae","Yellow-winged Blackbird","Agelasticus thilius",NA,NA,NA,0.0123536450751024,-33.56286434,3.63346845557959,0,6.44625832238045,NA,NA,NA,NA,-29.494908825,-2.57212085472746,32.0081310053403,"0",3,NA,"0",1.50105926221775,NA,50,70,"1",0,"0",50,30,0,2,"0","0",0,0,NA,0,"0",NA,"1","1","1","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Chrysomus thilius"
"85","Agelasticus xanthophthalmus",NA,"Agelasticus","Icteridae","Pale-eyed Blackbird","Agelasticus xanthophthalmus",NA,NA,NA,0,-11.98409637,2.81291335664286,0,3.96354144551444,NA,NA,NA,NA,-11.98409637,-2.59131888973706,0,"0",NA,NA,"0",1.65417654187796,NA,0,70,"1",0,"0",100,30,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Chrysomus xanthophthalmus"
"86","Agriornis albicauda",NA,"Agriornis","Tyrannidae","White-tailed Shrike-tyrant","Agriornis albicauda",NA,NA,NA,0,-16.27671373,3.63346845557959,0,5.81438680040743,NA,NA,NA,NA,-16.27671373,-2.53086132768187,0,"1",NA,NA,"0",NA,NA,0,100,"1",0,"0",40,0,0,3,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",1,"0","0",30,"0",30,"0","1","0","0",0,"Agriornis albicauda"
"87","Agriornis lividus",NA,"Agriornis","Tyrannidae","Great Shrike-Tyrant","Agriornis lividus",NA,NA,NA,0,-43.55300643,3.25527250510331,0,5.77299010265157,NA,NA,NA,NA,-43.55300643,-2.53659158757444,0,"0",2.8,NA,"0",1.99629271854132,NA,0,100,"1",0,"0",40,0,0,3,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","0",30,"0",30,"0","1","0","1",0,"Agriornis lividus"
"88","Agriornis micropterus",NA,"Agriornis","Tyrannidae","Grey-bellied Shrike-Tyrant","Agriornis micropterus",NA,NA,NA,0.0709936844109377,-33.45811688,3.69897000433602,0,6.44859932829983,NA,NA,NA,NA,-32.08729941,-2.54828404256077,22.1736783761194,"0",3.5,NA,"0",1.83026780093364,NA,0,100,"1",0,"0",40,0,0,3,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","1",30,"0",30,"0","0","0","1",0,"Agriornis micropterus"
"89","Agriornis montanus",NA,"Agriornis","Tyrannidae","Black-billed Shrike-Tyrant","Agriornis montanus",NA,NA,NA,-0.00509666125260861,-38.30975419,3.65321251377534,0,6.33619138216245,NA,NA,NA,NA,-28.8176584,-2.53659158757444,45.9117413177056,"0",2.4,NA,"0",1.80379840798967,NA,20,100,"1",0,"0",30,0,0,4,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","1",20,"0",30,"0","0","0","1",0,"Agriornis montanus"
"90","Agriornis murinus",NA,"Agriornis","Tyrannidae","Lesser Shrike-Tyrant","Agriornis murinus",NA,NA,NA,0.0678976007028484,-36.1344831,3.39794000867204,1,6.32488708285984,NA,NA,NA,NA,-30.104137565,-2.54828404256077,37.5213156661026,"0",3,NA,"0",1.47530791395619,NA,0,100,"1",0,"0",40,0,0,3,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","1",30,"0",30,"0","0","0","1",0,"Agriornis murinus"
"91","Agropsar philippensis",NA,"Agropsar","Sturnidae","Chestnut-cheeked Starling","Agropsar philippensis",NA,NA,NA,0.0487813468809721,40.24705879,3.17609125905568,1,5.7514014571466,NA,NA,NA,NA,11.41640535,-2.45907749234711,61.2886045246819,"0",4.6,NA,"0",NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Sturnus philippensis"
"92","Agropsar sturninus",NA,"Agropsar","Sturnidae","Daurian Starling","Agropsar sturninus",NA,NA,NA,-0.09172201072564,44.54669305,NA,1,6.93042422911158,NA,NA,0.6232492903979,NA,1.74073086,-2.45907749234711,71.0543877426683,"0",4.6,NA,"0",1.69306709392423,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Sturnus sturninus"
"93","Aimophila aestivalis",NA,"Aimophila","Emberizidae","Bachmans Sparrow	60	0	0	0	0	0	0	0	40	0	Invertebrate	Ref_22	A	Jennifer	0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	19.56	Dunning08	1		
12585	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Aimophila botterii	Botteris Sparrow","Aimophila aestivalis",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,-2.51865537560349,NA,NA,NA,NA,"0",NA,NA,20,70,"1",0,"0",80,30,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"1",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Peucaea aestivalis"
"94","Aimophila botterii",NA,"Aimophila","Emberizidae",NA,"Aimophila botterii",NA,NA,NA,NA,NA,NA,2.64575131106459,NA,NA,1.16731733474818,0.439332693830263,NA,NA,-2.50236036444018,NA,NA,3.4,NA,"0",1.30373588903991,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"Peucaea botterii"
"95","Aimophila cassinii",NA,"Aimophila","Emberizidae","Cassins Sparrow	60	0	0	0	0	0	0	0	30	10	Invertebrate	Ref_17	A	Jennifer	0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	18.9	Dunning08	1		
12587	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Aimophila carpalis	Rufous-winged Sparrow	20	0	0	0	0	0	0	0	80	0	PlantSeed	Ref_22	A	Jennifer	0	0	60	20	20	0	0	0	Ref_31	1	Christian	0	15.3	Dunning08	1		
12588	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Aimophila ruficeps	Rufous-crowned Sparrow	50	0	0	0	0	0	0	0	50	0	Omnivore	Ref_22	B	Jennifer	0	0	60	20	20	0	0	0	Ref_31	1	Christian	0	18.69	Dunning08	1		
12589	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Aimophila notosticta	Oaxaca Sparrow	60	0	0	0	0	0	0	0	40	0	Invertebrate	Other	D1	Jennifer	0	0	100	0	0	0	0	0	Ref_31	1	Christian	0	27.1	Dunning08	1		
12590	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Aimophila rufescens	Rusty Sparrow	60	0	0	0	0	0	0	0	40	0	Invertebrate	Ref_22	D1	Jennifer	0	0	100	0	0	0	0	0	Ref_31	1	Christian	0	34.3	Dunning08	1		
12591	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Torreornis inexpectata	Cuban Sparrow	40	0	0	0	0	0	20	0	30	10	Omnivore	Other	D2		0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	25.5	Dunning08	1		
12592	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Oriturus superciliosus	Striped Sparrow	40	0	0	0	0	0	20	0	30	10	Omnivore	Ref_22	D2	Jennifer	0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	41.4	Dunning08	1		
12596	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo chlorurus	Green-tailed Towhee	40	0	0	0	0	0	20	0	40	0	Omnivore	Ref_22	A	Jennifer	0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	29.4	Dunning08	1		
12598	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo ocai	Collared Towhee	50	0	0	0	0	0	10	0	40	0	Omnivore	Other	D1		0	0	60	40	0	0	0	0	Ref_31	1	Christian	0	60.95	Dunning08	1		
12601	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo maculatus	Spotted Towhee	50	0	0	0	0	0	20	0	30	0	Omnivore	Ref_22	A	Jennifer	0	0	70	30	0	0	0	0	Ref_31	1	Christian	0	39.28	Dunning08	1		
12602	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo erythrophthalmus	Eastern Towhee	30	0	0	0	0	0	30	0	40	0	Omnivore	Ref_22	A	Jennifer	0	0	80	20	0	0	0	0	Ref_31	1	Christian	0	40.03	Dunning08	1		
12604	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo albicollis	White-throated Towhee	50	0	0	0	0	0	10	0	40	0	Omnivore	Other	D1		0	0	30	40	30	0	0	0	Ref_31	1	Christian	0	46.4	Dunning08	1		
12605	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo fuscus	Canyon Towhee	20	0	0	0	0	0	0	0	80	0	PlantSeed	Ref_22	A	Jennifer	0	0	50	30	20	0	0	0	Ref_31	1	Christian	0	44.4	Dunning08	1		
12607	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo crissalis	California Towhee	20	0	0	0	0	0	10	0	60	10	PlantSeed	Ref_22	A	Jennifer	0	0	50	30	20	0	0	0	Ref_31	1	Christian	0	52.83	Dunning08	1		
12608	Passeriformes	Passeriformes	Emberizidae	""Buntings, American sparrows and allies""	192	BL3	Pipilo aberti	Aberts Towhee","Aimophila cassinii",NA,NA,NA,NA,NA,NA,3.60555127546399,NA,NA,NA,NA,NA,NA,-2.51865537560349,NA,NA,NA,NA,"0",NA,NA,20,70,"1",0,"0",80,30,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"1",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Peucaea cassinii"
"96","Aimophila humeralis",NA,"Aimophila","Emberizidae","Black-chested Sparrow","Aimophila humeralis",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.51865537560349,NA,NA,3.5,NA,"0",1.36078268987328,NA,40,90,"1",0,"0",60,10,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"1",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Aimophila humeralis"
"97","Aimophila mystacalis",NA,"Aimophila","Emberizidae","Bridled Sparrow","Aimophila mystacalis",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.51865537560349,NA,NA,3.5,NA,"0",1.34635297445064,NA,40,70,"1",0,"0",60,30,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"1",2,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Aimophila mystacalis"
"98","Aimophila notosticta",NA,"Aimophila","Emberizidae","Oaxaca Sparrow","Aimophila notosticta",NA,NA,NA,0,17.08122122,3.27875360095283,1,4.47666079246157,NA,NA,NA,NA,17.08122122,-2.57447718787406,0,"1",NA,NA,"0",1.43296929087441,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Aimophila notosticta"
"99","Aimophila quinquestriata",NA,"Aimophila","Emberizidae","Five-striped Sparrow","Aimophila quinquestriata",NA,NA,0.602059991327962,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.41166755633995,NA,NA,3.7,NA,"0",1.30102999566398,NA,30,80,"1",10,"0",70,10,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"1",3,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Aimophila quinquestriata"
