,Host.Species,Host.Order,Parasite.Species,Parasite.Taxa,Location.Name,Country,Zoogeogr.Region
6365,Gazella dorcas,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6366,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6367,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6368,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6369,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6370,Nanger dama,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6371,Gazella dorcas,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6372,Oryctolagus cuniculus,Lagomorpha,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6373,Apodemus sylvaticus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6374,Mus musculus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6375,Rattus norvegicus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6376,Rattus rattus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6377,Bos taurus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6378,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6379,Capreolus capreolus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6380,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6381,Bos taurus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6382,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6383,Nanger dama,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6384,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6385,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6386,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6387,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6388,Bos taurus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6389,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6390,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6391,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6392,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6393,Capreolus capreolus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6394,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6395,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6396,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6397,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6398,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6399,Glis glis,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6400,Capreolus capreolus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6401,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6402,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6403,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6404,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6405,Capreolus capreolus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6406,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6407,Rupicapra rupicapra,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6408,Rhinolophus ferrumequinum,Chiroptera,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6409,Rhinolophus ferrumequinum,Chiroptera,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6410,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6411,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6412,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6413,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6414,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6415,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6416,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6417,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6418,Talpa europaea,Eulipotyphla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6419,Talpa occidentalis,Eulipotyphla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6420,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6421,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6422,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6423,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6424,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6425,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6426,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6427,Nanger dama,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6428,Lepus granatensis,Lagomorpha,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6429,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6430,Nanger dama,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6431,Gazella dorcas,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6432,Apodemus sylvaticus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6433,Arvicola sapidus,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6434,Arvicola amphibius,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6435,Lepus capensis,Lagomorpha,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6436,Lepus granatensis,Lagomorpha,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6437,Oryctolagus cuniculus,Lagomorpha,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6438,Sciurus vulgaris,Rodentia,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6439,Capra pyrenaica,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6440,Cervus elaphus,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6441,Gazella cuvieri,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6442,Nanger dama,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6443,Gazella dorcas,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6444,Ovis aries,Artiodactyla,0,Nematoda,Spain + Andalusia,Spain,Palearctic
6445,Erinaceus europaeus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6446,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6447,Sus scrofa,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6448,Crocidura suaveolens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6449,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6450,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6451,Sorex minutus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6452,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6453,Meriones unguiculatus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6454,Mus musculus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6455,Mus spretus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6456,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6457,Rattus rattus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6458,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6459,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6460,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6461,Rattus rattus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6462,Talpa caeca,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6463,Talpa europaea,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6464,Talpa occidentalis,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6465,Talpa caeca,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6466,Talpa occidentalis,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6467,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6468,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6469,Sorex minutus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6470,Crocidura russula,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6471,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6472,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6473,Sorex minutus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6474,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6475,Mus spretus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6476,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6477,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6478,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6479,Myodes glareolus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6480,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6481,Mus musculus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6482,Mus spretus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6483,Canis familiaris,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6484,Capra pyrenaica,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6485,Cervus elaphus,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6486,Cervus elaphus,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6487,Lepus capensis,Lagomorpha,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6488,Oryctolagus cuniculus,Lagomorpha,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6489,Ovis aries,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6490,Ovis aries,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6491,Crocidura russula,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6492,Atelerix algirus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6493,Canis lupus,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6494,Vulpes vulpes,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6495,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6496,Rattus rattus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6497,Mus musculus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6498,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6499,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6500,Mus musculus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6501,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6502,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6503,Rattus rattus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6504,Meles meles,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6505,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6506,Cervus elaphus,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6507,Dama dama,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6508,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6509,Lepus capensis,Lagomorpha,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6510,Oryctolagus cuniculus,Lagomorpha,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6511,Rattus rattus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6512,Sus scrofa,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6513,Mustela lutreola,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6514,Meles meles,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6515,Mustela lutreola,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6516,Mustela putorius,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6517,Neovison vison,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6518,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6519,Mustela putorius,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6520,Myodes glareolus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6521,Microtus agrestis,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6522,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6523,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6524,Tadarida teniotis,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6525,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6526,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6527,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6528,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6529,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6530,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6531,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6532,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6533,Arvicola sapidus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6534,Crocidura russula,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6535,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6536,Mus musculus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6537,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6538,Myotis daubentonii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6539,Tadarida teniotis,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6540,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6541,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6542,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6543,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6544,Myotis blythii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6545,Myotis myotis,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6546,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6547,Neomys anomalus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6548,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6549,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6550,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6551,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6552,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6553,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6554,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6555,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6556,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6557,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6558,Myotis nattereri,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6559,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6560,Plecotus auritus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6561,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6562,Rhinolophus hipposideros,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6563,Crocidura russula,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6564,Mus spretus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6565,Rattus norvegicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6566,Neomys anomalus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6567,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6568,Sorex minutus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6569,Arvicola sapidus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6570,Microtus cabrerae,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6571,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6572,Arvicola sapidus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6573,Arvicola amphibius,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6574,Microtus agrestis,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6575,Microtus arvalis,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6576,Microtus cabrerae,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6577,Microtus lusitanicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6578,Microtus lusitanicus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6579,Galemys pyrenaicus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6580,Talpa occidentalis,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6581,Genetta genetta,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6582,Vulpes vulpes,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6583,Mustela lutreola,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6584,Vulpes vulpes,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6585,Vulpes vulpes,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6586,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6587,Mustela lutreola,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6588,Cervus elaphus,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6589,Neomys anomalus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6590,Plecotus auritus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6591,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6592,Apodemus sylvaticus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6593,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6594,Eptesicus serotinus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6595,Plecotus auritus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6596,Plecotus auritus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6597,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6598,Rhinolophus mehelyi,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6599,Eptesicus serotinus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6600,Miniopterus schreibersii,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6601,Myotis myotis,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6602,Tadarida teniotis,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6603,Pipistrellus pipistrellus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6604,Plecotus auritus,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6605,Rhinolophus ferrumequinum,Chiroptera,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6606,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6607,Neomys anomalus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6608,Myodes glareolus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6609,Microtus agrestis,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6610,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6611,Arvicola sapidus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6612,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6613,Ovis aries,Artiodactyla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6614,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6615,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6616,Homo sapiens,Primates,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6617,Crocidura russula,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6618,Eliomys quercinus,Rodentia,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6619,Neomys fodiens,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6620,Sorex araneus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6621,Sorex minutus,Eulipotyphla,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6622,Mustela putorius,Carnivora,0,Trematoda,Spain + Andalusia,Spain,Palearctic
6623,Apodemus sylvaticus,Rodentia,0,Cestoda,Balearic Islands,Spain,Palearctic
6624,Mus musculus,Rodentia,Versteria mustelae,Cestoda,Balearic Islands,Spain,Palearctic
6625,Apodemus sylvaticus,Rodentia,0,Cestoda,Balearic Islands,Spain,Palearctic
6626,Apodemus sylvaticus,Rodentia,0,Cestoda,Balearic Islands,Spain,Palearctic
6627,Apodemus sylvaticus,Rodentia,0,Cestoda,Balearic Islands,Spain,Palearctic
6628,Apodemus sylvaticus,Rodentia,0,Cestoda,Balearic Islands,Spain,Palearctic
6629,Crocidura suaveolens,Eulipotyphla,0,Cestoda,Balearic Islands,Spain,Palearctic
6630,Apodemus sylvaticus,Rodentia,Hymenolepis diminuta,Cestoda,Balearic Islands,Spain,Palearctic
