,Host.Species,Host.Order,Parasite.Species,Parasite.Taxa,Location.Name,Country,Zoogeogr.Region
19339,Microtus fortis,Rodentia,0,Cestoda,NA,NA,NA
19340,Microtus gregalis,Rodentia,0,Cestoda,NA,NA,NA
19341,Microtus maximowiczii,Rodentia,0,Cestoda,NA,NA,NA
19342,Microtus oeconomus,Rodentia,0,Cestoda,NA,NA,NA
19343,Myopus schisticolor,Rodentia,0,Cestoda,NA,NA,NA
19344,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19345,Microtus lusitanicus,Rodentia,0,Cestoda,NA,NA,NA
19346,Microtus subterraneus,Rodentia,0,Cestoda,NA,NA,NA
19347,Rattus norvegicus,Rodentia,0,Cestoda,NA,NA,NA
19348,Sciurus vulgaris,Rodentia,0,Cestoda,NA,NA,NA
19349,Arvicola amphibius,Rodentia,0,Cestoda,NA,NA,NA
19350,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19351,Myodes rufocanus,Rodentia,0,Cestoda,NA,NA,NA
19352,Myodes rutilus,Rodentia,0,Cestoda,NA,NA,NA
19353,Microtus agrestis,Rodentia,0,Cestoda,NA,NA,NA
19354,Microtus maximowiczii,Rodentia,0,Cestoda,NA,NA,NA
19355,Microtus oeconomus,Rodentia,0,Cestoda,NA,NA,NA
19356,Myopus schisticolor,Rodentia,0,Cestoda,NA,NA,NA
19357,Octodon degus,Lagomorpha,0,Cestoda,NA,NA,NA
19358,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19359,Petaurista leucogenys,Rodentia,0,Cestoda,NA,NA,NA
19360,Petaurista leucogenys,Rodentia,0,Cestoda,NA,NA,NA
19361,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19362,Sylvicapra grimmia,Artiodactyla,0,Cestoda,NA,NA,NA
19363,Rangifer tarandus,Artiodactyla,0,Cestoda,NA,NA,NA
19364,Aepyceros melampus,Artiodactyla,0,Cestoda,NA,NA,NA
19365,Antilope cervicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19366,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19367,Bubalus arnee,Artiodactyla,0,Cestoda,NA,NA,NA
19368,Camelus dromedarius,Artiodactyla,0,Cestoda,NA,NA,NA
19369,Capreolus capreolus,Artiodactyla,0,Cestoda,NA,NA,NA
19370,Hippotragus equinus,Artiodactyla,0,Cestoda,NA,NA,NA
19371,Kobus ellipsiprymnus,Artiodactyla,0,Cestoda,NA,NA,NA
19372,Ovis aries,Artiodactyla,0,Cestoda,NA,NA,NA
19373,Raphicerus campestris,Artiodactyla,0,Cestoda,NA,NA,NA
19374,Raphicerus sharpei,Artiodactyla,0,Cestoda,NA,NA,NA
19375,Rupicapra rupicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19376,Saiga tatarica,Artiodactyla,0,Cestoda,NA,NA,NA
19377,Sylvicapra grimmia,Artiodactyla,0,Cestoda,NA,NA,NA
19378,Syncerus caffer,Artiodactyla,0,Cestoda,NA,NA,NA
19379,Tragelaphus oryx,Artiodactyla,0,Cestoda,NA,NA,NA
19380,Tragulus javanicus,Artiodactyla,0,Cestoda,NA,NA,NA
19381,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19382,Capreolus capreolus,Artiodactyla,0,Cestoda,NA,NA,NA
19383,Hippotragus niger,Artiodactyla,0,Cestoda,NA,NA,NA
19384,Pseudocheirus cinereus,Diprotodontia,0,Cestoda,NA,NA,NA
19385,Pseudochirulus herbertensis,Diprotodontia,0,Cestoda,NA,NA,NA
19386,Pseudocheirus peregrinus,Diprotodontia,0,Cestoda,NA,NA,NA
19387,Rattus exulans,Rodentia,0,Cestoda,NA,NA,NA
19388,Rattus fuscipes,Rodentia,0,Cestoda,NA,NA,NA
19389,Rattus lutreolus,Rodentia,0,Cestoda,NA,NA,NA
19390,Rattus rattus,Rodentia,0,Cestoda,NA,NA,NA
19391,Petropseudes dahli,NA,0,Cestoda,NA,NA,NA
19392,Uromys caudimaculatus,Rodentia,0,Cestoda,NA,NA,NA
19393,Hemibelideus lemuroides,NA,0,Cestoda,NA,NA,NA
19394,Hemibelideus lemuroides,NA,0,Cestoda,NA,NA,NA
19395,Pseudochirops archeri,NA,0,Cestoda,NA,NA,NA
19396,Phalanger orientalis,NA,0,Cestoda,NA,NA,NA
19397,Ailurops ursinus,NA,0,Cestoda,NA,NA,NA
19398,Spilocuscus maculatus,NA,0,Cestoda,NA,NA,NA
19399,Cynocephalus variegatus,Dermoptera,0,Cestoda,NA,NA,NA
19400,Cynocephalus volans,Dermoptera,0,Cestoda,NA,NA,NA
19401,Pseudochirops cupreus,NA,0,Cestoda,NA,NA,NA
19402,Pseudochirops cupreus,NA,0,Cestoda,NA,NA,NA
19403,Pseudocheirus peregrinus,Diprotodontia,0,Cestoda,NA,NA,NA
19404,Lagidium peruanum,Rodentia,0,Cestoda,NA,NA,NA
19405,Phalanger carmelitae,NA,0,Cestoda,NA,NA,NA
19406,Spilocuscus maculatus,NA,0,Cestoda,NA,NA,NA
19407,Spilocuscus maculatus,NA,0,Cestoda,NA,NA,NA
19408,Petauroides volans,Diprotodontia,0,Cestoda,NA,NA,NA
19409,Alouatta caraya,Primates,0,Cestoda,NA,NA,NA
19410,Lagothrix cana,Primates,0,Cestoda,NA,NA,NA
19411,Homo sapiens,Primates,0,Cestoda,NA,NA,NA
19412,Petaurista leucogenys,Rodentia,0,Cestoda,NA,NA,NA
19413,Petaurista petaurista,Rodentia,0,Cestoda,NA,NA,NA
19414,Phascolarctos cinereus,Diprotodontia,0,Cestoda,NA,NA,NA
19415,Pseudocheirus peregrinus,Diprotodontia,0,Cestoda,NA,NA,NA
19416,Pseudochirops corinnae,NA,0,Cestoda,NA,NA,NA
19417,Hemibelideus lemuroides,NA,0,Cestoda,NA,NA,NA
19418,Pseudochirops archeri,NA,0,Cestoda,NA,NA,NA
19419,Petauroides volans,Diprotodontia,0,Cestoda,NA,NA,NA
19420,Phalanger carmelitae,NA,0,Cestoda,NA,NA,NA
19421,Cynocephalus variegatus,Dermoptera,0,Cestoda,NA,NA,NA
19422,Cynocephalus volans,Dermoptera,0,Cestoda,NA,NA,NA
19423,Galeopterus variegatus,Dermoptera,0,Cestoda,NA,NA,NA
19424,Cynocephalus volans,Dermoptera,0,Cestoda,NA,NA,NA
19425,Pseudochirulus herbertensis,Diprotodontia,0,Cestoda,NA,NA,NA
19426,Pseudochirops archeri,NA,0,Cestoda,NA,NA,NA
19427,Cynocephalus volans,Dermoptera,0,Cestoda,NA,NA,NA
19428,Pseudochirops corinnae,NA,0,Cestoda,NA,NA,NA
19429,Ailurops ursinus,NA,0,Cestoda,NA,NA,NA
19430,Homo sapiens,Primates,0,Cestoda,NA,NA,NA
19431,Chlorocebus aethiops,Primates,0,Cestoda,NA,NA,NA
19432,Homo sapiens,Primates,0,Cestoda,NA,NA,NA
19433,Nomascus concolor,Primates,0,Cestoda,NA,NA,NA
19434,Hoolock hoolock,Primates,0,Cestoda,NA,NA,NA
19435,Macaca fascicularis,Primates,0,Cestoda,NA,NA,NA
19436,Macaca fascicularis,Primates,0,Cestoda,NA,NA,NA
19437,Macaca fuscata,Primates,0,Cestoda,NA,NA,NA
19438,Macaca mulatta,Primates,0,Cestoda,NA,NA,NA
19439,Macaca radiata,Primates,0,Cestoda,NA,NA,NA
19440,Papio cynocephalus,Primates,0,Cestoda,NA,NA,NA
19441,Papio ursinus,Primates,0,Cestoda,NA,NA,NA
19442,Papio ursinus,Primates,0,Cestoda,NA,NA,NA
19443,Pongo pygmaeus,Primates,0,Cestoda,NA,NA,NA
19444,Trachypithecus phayrei,Primates,0,Cestoda,NA,NA,NA
19445,Trachypithecus pileatus,Primates,0,Cestoda,NA,NA,NA
19446,Pygathrix cinerea,Primates,0,Cestoda,NA,NA,NA
19447,Trichosurus caninus,Diprotodontia,0,Cestoda,NA,NA,NA
19448,Trichosurus squamicaudata,Diprotodontia,0,Cestoda,NA,NA,NA
19449,Trichosurus vulpecula,Diprotodontia,0,Cestoda,NA,NA,NA
19450,Trichosurus vulpecula,Diprotodontia,0,Cestoda,NA,NA,NA
19451,Trichosurus vulpecula,Diprotodontia,0,Cestoda,NA,NA,NA
19452,Hemibelideus lemuroides,NA,0,Cestoda,NA,NA,NA
19453,Pseudochirops archeri,NA,0,Cestoda,NA,NA,NA
19454,Hemibelideus lemuroides,NA,0,Cestoda,NA,NA,NA
19455,Petauroides volans,Diprotodontia,0,Cestoda,NA,NA,NA
19456,Alticola roylei,Rodentia,0,Cestoda,NA,NA,NA
19457,Cricetulus migratorius,Rodentia,0,Cestoda,NA,NA,NA
19458,Cricetulus barabensis,Rodentia,0,Cestoda,NA,NA,NA
19459,Microtus agrestis,Rodentia,0,Cestoda,NA,NA,NA
19460,Allactodipus bobrinskii,Rodentia,0,Cestoda,NA,NA,NA
19461,Allactaga williamsi,Rodentia,0,Cestoda,NA,NA,NA
19462,Apodemus agrarius,Rodentia,0,Cestoda,NA,NA,NA
19463,Apodemus flavicollis,Rodentia,0,Cestoda,NA,NA,NA
19464,Apodemus peninsulae,Rodentia,0,Cestoda,NA,NA,NA
19465,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19466,Arvicola amphibius,Rodentia,0,Cestoda,NA,NA,NA
19467,Spermophilus undulatus,Rodentia,0,Cestoda,NA,NA,NA
19468,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19469,Myodes rufocanus,Rodentia,0,Cestoda,NA,NA,NA
19470,Myodes rutilus,Rodentia,0,Cestoda,NA,NA,NA
19471,Cricetulus barabensis,Rodentia,0,Cestoda,NA,NA,NA
19472,Cricetulus migratorius,Rodentia,0,Cestoda,NA,NA,NA
19473,Cricetus cricetus,Rodentia,0,Cestoda,NA,NA,NA
19474,Mesocricetus brandti,Rodentia,0,Cestoda,NA,NA,NA
19475,Microtus agrestis,Rodentia,0,Cestoda,NA,NA,NA
19476,Microtus arvalis,Rodentia,0,Cestoda,NA,NA,NA
19477,Microtus fortis,Rodentia,0,Cestoda,NA,NA,NA
19478,Microtus maximowiczii,Rodentia,0,Cestoda,NA,NA,NA
19479,Chionomys nivalis,Rodentia,0,Cestoda,NA,NA,NA
19480,Microtus oeconomus,Rodentia,0,Cestoda,NA,NA,NA
19481,Myopus schisticolor,Rodentia,0,Cestoda,NA,NA,NA
19482,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19483,Microtus subterraneus,Rodentia,0,Cestoda,NA,NA,NA
19484,Microtus tatricus,Rodentia,0,Cestoda,NA,NA,NA
19485,Pygeretmus zhitkovi,Rodentia,0,Cestoda,NA,NA,NA
19486,Sicista betulina,Rodentia,0,Cestoda,NA,NA,NA
19487,Allactaga williamsi,Rodentia,0,Cestoda,NA,NA,NA
19488,Apodemus agrarius,Rodentia,0,Cestoda,NA,NA,NA
19489,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19490,Myodes gapperi,Rodentia,0,Cestoda,NA,NA,NA
19491,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19492,Sciurus vulgaris,Rodentia,0,Cestoda,NA,NA,NA
19493,Sciurus anomalus,Rodentia,0,Cestoda,NA,NA,NA
19494,Myodes andersoni,Rodentia,0,Cestoda,NA,NA,NA
19495,Myodes smithii,Rodentia,0,Cestoda,NA,NA,NA
19496,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19497,Myodes rutilus,Rodentia,0,Cestoda,NA,NA,NA
19498,Microtus arvalis,Rodentia,0,Cestoda,NA,NA,NA
19499,Tatera indica,Rodentia,0,Cestoda,NA,NA,NA
19500,Alticola argentatus,Rodentia,0,Cestoda,NA,NA,NA
19501,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19502,Blanfordimys afghanus,Rodentia,0,Cestoda,NA,NA,NA
19503,Calomyscus bailwardi,Rodentia,0,Cestoda,NA,NA,NA
19504,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19505,Microtus arvalis,Rodentia,0,Cestoda,NA,NA,NA
19506,Apodemus flavicollis,Rodentia,0,Cestoda,NA,NA,NA
19507,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19508,Galea spixii,Rodentia,0,Cestoda,NA,NA,NA
19509,Peromyscus difficilis,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19510,Apodemus agrarius,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19511,Apodemus flavicollis,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19512,Apodemus peninsulae,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19513,Apodemus sylvaticus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19514,Arvicola amphibius,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19515,Myodes glareolus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19516,Myodes rufocanus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19517,Myodes rutilus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19518,Myodes rutilus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19519,Microtus agrestis,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19520,Microtus arvalis,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19521,Microtus gregalis,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19522,Microtus maximowiczii,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19523,Microtus oeconomus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19524,Mus domesticus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19525,Mus musculus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19526,Mus musculus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19527,Mus spretus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19528,Rattus norvegicus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19529,Rattus rattus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19530,Tatera indica,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19531,Rhombomys opimus,Rodentia,Versteria mustelae,Cestoda,NA,NA,NA
19532,Capromys pilorides,Rodentia,0,Cestoda,NA,NA,NA
19533,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19534,Lepus granatensis,Lagomorpha,0,Cestoda,NA,NA,NA
19535,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19536,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19537,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19538,Lepus americanus,Lagomorpha,0,Cestoda,NA,NA,NA
19539,Spermophilus pygmaeus,Rodentia,0,Cestoda,NA,NA,NA
19540,Lepus americanus,Lagomorpha,0,Cestoda,NA,NA,NA
19541,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19542,Cuniculus paca,Rodentia,0,Cestoda,NA,NA,NA
19543,Apodemus agrarius,Rodentia,0,Cestoda,NA,NA,NA
19544,Spermophilus citellus,Rodentia,0,Cestoda,NA,NA,NA
19545,Spermophilus undulatus,Rodentia,0,Cestoda,NA,NA,NA
19546,Marmota marmota,Rodentia,0,Cestoda,NA,NA,NA
19547,Marmota sibirica,Rodentia,0,Cestoda,NA,NA,NA
19548,Spermophilus citellus,Rodentia,0,Cestoda,NA,NA,NA
19549,Lepus silvaticus,Lagomorpha,0,Cestoda,NA,NA,NA
19550,Sylvilagus palustris ,Lagomorpha,0,Cestoda,NA,NA,NA
19551,Lasiurus borealis,Chiroptera,0,Cestoda,NA,NA,NA
19552,Myotis myotis,Chiroptera,0,Cestoda,NA,NA,NA
19553,Marmota vancouverensis,Rodentia,0,Cestoda,NA,NA,NA
19554,Ochotona curzoniae,Lagomorpha,0,Cestoda,NA,NA,NA
19555,Ochotona dauurica,Lagomorpha,0,Cestoda,NA,NA,NA
19556,Ochotona dauurica,Lagomorpha,0,Cestoda,NA,NA,NA
19557,Tachyglossus aculeatus,Monotremata,0,Cestoda,NA,NA,NA
19558,Rangifer tarandus,Artiodactyla,0,Cestoda,NA,NA,NA
19559,Apodemus flavicollis,Rodentia,0,Cestoda,NA,NA,NA
19560,Apodemus sylvaticus,Rodentia,0,Cestoda,NA,NA,NA
19561,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19562,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19563,Apodemus argenteus,Rodentia,0,Cestoda,NA,NA,NA
19564,Petaurista petaurista,Rodentia,0,Cestoda,NA,NA,NA
19565,Proechimys oris,Rodentia,0,Cestoda,NA,NA,NA
19566,Sylvilagus brasiliensis,Lagomorpha,0,Cestoda,NA,NA,NA
19567,Lepus granatensis,Lagomorpha,0,Cestoda,NA,NA,NA
19568,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19569,Romerolagus diazi,Lagomorpha,0,Cestoda,NA,NA,NA
19570,Lepus timidus,Lagomorpha,0,Cestoda,NA,NA,NA
19571,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19572,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19573,Monodelphis americana ,Didelphimorphia,0,Cestoda,NA,NA,NA
19574,Tachyglossus aculeatus,Monotremata,0,Cestoda,NA,NA,NA
19575,Isoodon macrourus,Peramelemorphia,0,Cestoda,NA,NA,NA
19576,Monodelphis domestica,Didelphimorphia,0,Cestoda,NA,NA,NA
19577,Thylamys elegans,Didelphimorphia,0,Cestoda,NA,NA,NA
19578,Dasyurus hallucatus,Dasyuromorphia,0,Cestoda,NA,NA,NA
19579,Echymipera kalubu,Peramelemorphia,0,Cestoda,NA,NA,NA
19580,Perameles nasuta,Peramelemorphia,0,Cestoda,NA,NA,NA
19581,Isoodon macrourus,Peramelemorphia,0,Cestoda,NA,NA,NA
19582,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19583,Alces alces,Artiodactyla,0,Cestoda,NA,NA,NA
19584,Ovis aries,Artiodactyla,0,Cestoda,NA,NA,NA
19585,Aepyceros melampus,Artiodactyla,0,Cestoda,NA,NA,NA
19586,Alces alces,Artiodactyla,0,Cestoda,NA,NA,NA
19587,Bison bison,Artiodactyla,0,Cestoda,NA,NA,NA
19588,Bison bonasus,Artiodactyla,0,Cestoda,NA,NA,NA
19589,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19590,Camelus dromedarius,Artiodactyla,0,Cestoda,NA,NA,NA
19591,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19592,Capreolus capreolus,Artiodactyla,0,Cestoda,NA,NA,NA
19593,Axis axis,Artiodactyla,0,Cestoda,NA,NA,NA
19594,Dama dama,Artiodactyla,0,Cestoda,NA,NA,NA
19595,Cervus elaphus,Artiodactyla,0,Cestoda,NA,NA,NA
19596,Cervus elaphus,Artiodactyla,0,Cestoda,NA,NA,NA
19597,Rusa unicolor,Artiodactyla,0,Cestoda,NA,NA,NA
19598,Dama dama,Artiodactyla,0,Cestoda,NA,NA,NA
19599,Hippotragus niger,Artiodactyla,0,Cestoda,NA,NA,NA
19600,Odocoileus hemionus,Artiodactyla,0,Cestoda,NA,NA,NA
19601,Odocoileus hemionus,Artiodactyla,0,Cestoda,NA,NA,NA
19602,Oreamnos americanus,Artiodactyla,0,Cestoda,NA,NA,NA
19603,Ovis ammon,Artiodactyla,0,Cestoda,NA,NA,NA
19604,Ovis aries,Artiodactyla,0,Cestoda,NA,NA,NA
19605,Ovis canadensis,Artiodactyla,0,Cestoda,NA,NA,NA
19606,Ovis canadensis,Artiodactyla,0,Cestoda,NA,NA,NA
19607,Rangifer tarandus,Artiodactyla,0,Cestoda,NA,NA,NA
19608,Raphicerus campestris,Artiodactyla,0,Cestoda,NA,NA,NA
19609,Redunca arundinum,Artiodactyla,0,Cestoda,NA,NA,NA
19610,Rupicapra rupicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19611,Sus scrofa,Artiodactyla,0,Cestoda,NA,NA,NA
19612,Syncerus caffer,Artiodactyla,0,Cestoda,NA,NA,NA
19613,Tragelaphus angasii,Artiodactyla,0,Cestoda,NA,NA,NA
19614,Tragelaphus strepsiceros,Artiodactyla,0,Cestoda,NA,NA,NA
19615,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19616,Rupicapra rupicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19617,Aepyceros melampus,Artiodactyla,0,Cestoda,NA,NA,NA
19618,Alces alces,Artiodactyla,0,Cestoda,NA,NA,NA
19619,Antilope cervicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19620,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19621,Bos taurus,Artiodactyla,0,Cestoda,NA,NA,NA
19622,Bubalus arnee,Artiodactyla,0,Cestoda,NA,NA,NA
19623,Camelus bactrianus,Artiodactyla,0,Cestoda,NA,NA,NA
19624,Camelus dromedarius,Artiodactyla,0,Cestoda,NA,NA,NA
19625,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19626,Capra pyrenaica,Artiodactyla,0,Cestoda,NA,NA,NA
19627,Capreolus capreolus,Artiodactyla,0,Cestoda,NA,NA,NA
19628,Philantomba monticola,Artiodactyla,0,Cestoda,NA,NA,NA
19629,Dama dama,Artiodactyla,0,Cestoda,NA,NA,NA
19630,Cervus elaphus,Artiodactyla,0,Cestoda,NA,NA,NA
19631,Hippotragus equinus,Artiodactyla,0,Cestoda,NA,NA,NA
19632,Homo sapiens,Primates,0,Cestoda,NA,NA,NA
19633,Muntiacus muntjak,Artiodactyla,0,Cestoda,NA,NA,NA
19634,Ovibos moschatus,Artiodactyla,0,Cestoda,NA,NA,NA
19635,Ovis ammon,Artiodactyla,0,Cestoda,NA,NA,NA
19636,Ovis ammon,Artiodactyla,0,Cestoda,NA,NA,NA
19637,Ovis aries,Artiodactyla,0,Cestoda,NA,NA,NA
19638,Ovis aries,Artiodactyla,0,Cestoda,NA,NA,NA
19639,Ovis canadensis,Artiodactyla,0,Cestoda,NA,NA,NA
19640,Ovis orientalis,Artiodactyla,0,Cestoda,NA,NA,NA
19641,Philantomba maxwellii,Artiodactyla,0,Cestoda,NA,NA,NA
19642,Rangifer tarandus,Artiodactyla,0,Cestoda,NA,NA,NA
19643,Raphicerus campestris,Artiodactyla,0,Cestoda,NA,NA,NA
19644,Raphicerus sharpei,Artiodactyla,0,Cestoda,NA,NA,NA
19645,Rupicapra rupicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19646,Sus scrofa,Artiodactyla,0,Cestoda,NA,NA,NA
19647,Sylvicapra grimmia,Artiodactyla,0,Cestoda,NA,NA,NA
19648,Syncerus caffer,Artiodactyla,0,Cestoda,NA,NA,NA
19649,Tetracerus quadricornis,Artiodactyla,0,Cestoda,NA,NA,NA
19650,Tragelaphus strepsiceros,Artiodactyla,0,Cestoda,NA,NA,NA
19651,Tragulus javanicus,Artiodactyla,0,Cestoda,NA,NA,NA
19652,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19653,Pseudois nayaur,Artiodactyla,0,Cestoda,NA,NA,NA
19654,Phacochoerus aethiopicus,Artiodactyla,0,Cestoda,NA,NA,NA
19655,Redunca arundinum,Artiodactyla,0,Cestoda,NA,NA,NA
19656,Rupicapra rupicapra,Artiodactyla,0,Cestoda,NA,NA,NA
19657,Pseudois nayaur,Artiodactyla,0,Cestoda,NA,NA,NA
19658,Rangifer tarandus,Artiodactyla,0,Cestoda,NA,NA,NA
19659,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19660,Capra aegagrus,Artiodactyla,0,Cestoda,NA,NA,NA
19661,Erethizon dorsatum,Rodentia,0,Cestoda,NA,NA,NA
19662,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19663,Geomys attwateri,Rodentia,0,Cestoda,NA,NA,NA
19664,Capromys pilorides,Rodentia,0,Cestoda,NA,NA,NA
19665,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19666,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19667,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19668,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19669,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19670,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19671,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19672,Hydrochoerus hydrochaeris,Rodentia,0,Cestoda,NA,NA,NA
19673,Cavia aperea,Rodentia,0,Cestoda,NA,NA,NA
19674,Myocastor coypus,Rodentia,0,Cestoda,NA,NA,NA
19675,Cavia aperea,Rodentia,0,Cestoda,NA,NA,NA
19676,Cavia porcellus,Rodentia,0,Cestoda,NA,NA,NA
19677,Sigmodon hispidus,Rodentia,0,Cestoda,NA,NA,NA
19678,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19679,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19680,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19681,Lepus brachyurus,Lagomorpha,0,Cestoda,NA,NA,NA
19682,Lepus brachyurus,Lagomorpha,0,Cestoda,NA,NA,NA
19683,Lepus californicus,Lagomorpha,0,Cestoda,NA,NA,NA
19684,Lepus capensis,Lagomorpha,0,Cestoda,NA,NA,NA
19685,Lepus europaeus,Lagomorpha,0,Cestoda,NA,NA,NA
19686,Caprolagus hispidus,Lagomorpha,0,Cestoda,NA,NA,NA
19687,Lepus peguensis,Lagomorpha,0,Cestoda,NA,NA,NA
19688,Lepus nigricollis,Lagomorpha,0,Cestoda,NA,NA,NA
19689,Lepus saxatilis,Lagomorpha,0,Cestoda,NA,NA,NA
19690,Lepus timidus,Lagomorpha,0,Cestoda,NA,NA,NA
19691,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19692,Sylvilagus floridanus,Lagomorpha,0,Cestoda,NA,NA,NA
19693,Lepus capensis,Lagomorpha,0,Cestoda,NA,NA,NA
19694,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19695,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,NA,NA,NA
19696,Isoodon macrourus,Peramelemorphia,0,Cestoda,NA,NA,NA
19697,Perameles nasuta,Peramelemorphia,0,Cestoda,NA,NA,NA
19698,Lasiorhinus krefftii,Diprotodontia,0,Cestoda,NA,NA,NA
19699,Lasiorhinus latifrons,Diprotodontia,0,Cestoda,NA,NA,NA
19700,Vombatus ursinus,Diprotodontia,0,Cestoda,NA,NA,NA
19701,Lasiorhinus krefftii,Diprotodontia,0,Cestoda,NA,NA,NA
19702,Arvicola amphibius,Rodentia,0,Cestoda,NA,NA,NA
19703,Microtus agrestis,Rodentia,0,Cestoda,NA,NA,NA
19704,Microtus maximowiczii,Rodentia,0,Cestoda,NA,NA,NA
19705,Arvicola amphibius,Rodentia,0,Cestoda,NA,NA,NA
19706,Ondatra zibethicus,Rodentia,0,Cestoda,NA,NA,NA
19707,Apodemus speciosus,Rodentia,0,Cestoda,NA,NA,NA
19708,Arvicola amphibius,Rodentia,0,Cestoda,NA,NA,NA
19709,Myodes glareolus,Rodentia,0,Cestoda,NA,NA,NA
19710,Myodes rufocanus,Rodentia,0,Cestoda,NA,NA,NA
19711,Microtus agrestis,Rodentia,0,Cestoda,NA,NA,NA
19712,Microtus arvalis,Rodentia,0,Cestoda,NA,NA,NA
